Hour ending,Hour_UTC,R1_NW_year16,R2_CA_year16,R3_MN_year16,R4_SW_year16,R5_CE_year16,R6_TX_year16,R7_MW_year16,R8_AL_year16,R9_MA_year16,R10_SE_year16,R11_FL_year16,R12_NY_year16,R13_NE_year16
2515,4/15/2016 18:00,16097,30765,23774.78,8426.27,17520.84001,42508.96,51375.34102,15552.71,85147.89897,59538.68,31302.52,1.70E+04,12729
2516,4/15/2016 19:00,15708,30804,23614.94,8477.73,17676.06001,43670.41,51497.45436,15810.6,84464.70563,59234.26,31802.34,16838,12534
2517,4/15/2016 20:00,15427,30644,23612.06,8579.29,17707.67999,44765.17,51237.69796,16036.12,83629.98205,59048.32,32281.38,16692,12414
2518,4/15/2016 21:00,15151,30515,23536.72,8719.98,17720.25999,45657.31,50633.67312,16204.17,83146.48689,58663.5,32260.7,16672,12561
2519,4/15/2016 22:00,14864,30653,23310.06,8804.77,17717.03999,46394.8,50113.5759,16309.19,82836.16411,58575.34,31765.16,16688,12824
2520,4/15/2016 23:00,14680,30649,23022.66,8850.81,17500.31999,46251.92,49731.73734,16209.07,81782.08267,58654.38,30742.72,16543,13040
2521,4/16/2016 0:00,14647,30834,23488.42,8828.15,17196.09999,45096.07,49028.96432,15965.06,81783.83569,58947.38,29614.52,16725,13441
2522,4/16/2016 1:00,14697,30984,22738.48,8758.76,16965.71999,43773.29,48811.77789,15780.63,84635.54212,61261.76,29348.14,17200,13741
2523,4/16/2016 2:00,14737,31238,23437.32,8800.1,17376.30001,44114.69,50123.64557,16116.09,83650.15442,60930.62,27901.78,16660,13106
2524,4/16/2016 3:00,14850,31214,23784.24,9086.2,17085.79999,42944.59,48552.48366,15804.97,79445.01635,58440.14,25921.96,15734,12120
2525,4/16/2016 4:00,15469,32242,23633.26,8903.93,16304.36001,40661.08,45577.53172,15096.61,74951.32828,54919.52,23519.98,14590,11094
2526,4/16/2016 5:00,15011,32854,22556.48,8518.72,15263.14001,37726.73,42522.25565,14340.99,72080.78435,51886.44,21309.86,13671,10360
2527,4/16/2016 6:00,14133,31295,21417.92,8015.02,14526.24001,35195.78,40223.91995,13492,69955.92005,50211.5,19646.7,13115,10188
2528,4/16/2016 7:00,12863,29745,20647.66,7508.03,14059.85999,33418.24,38849.47785,12966.45,68650.18215,48911.22,18593.28,12802,10128
2529,4/16/2016 8:00,12440,27662,19742.54,7246.67,13712.83999,32311.62,38116.48446,12639.49,68397.35554,48427.1,18018.2,12666,10224
2530,4/16/2016 9:00,12164,26311,19800.32,7033.8,13595.30001,31759.94,37869.75413,12477.54,68715.24586,48773.56,17780.34,12718,10358
2531,4/16/2016 10:00,12099,25213,19367.08,6905.68,13527.46001,31625.21,38079.39499,12355.01,70512.165,50136.46,18162.34,13075,10558
2532,4/16/2016 11:00,12288,24629,19493.56,6863.78,13727.16001,32203.75,39143.29379,12430.09,72612.4662,51988.1,19009.8,13562,10840
2533,4/16/2016 12:00,12687,24339,18270.14,6863.91,14198.82001,33461.31,40444.68909,12801.5,74460.9309,53639.64,20091.26,14344,11443
2534,4/16/2016 13:00,13390,24486,20496.82,7044.79,14573.98001,34616.98,42034.09951,13070.25,76513.18048,55797.96,22378.94,15059,11891
2535,4/16/2016 14:00,14285,25140,20879.3,7167.73,15265.75999,36510.2,44186.63275,13680.85,77140.72725,57043.68,24725.52,15425,12046
2536,4/16/2016 15:00,15209,25715,22493.02,7375.09,15831.98001,38572.07,45590.0483,14328.26,76980.63169,56968.1,26472.8,15535,11972
2537,4/16/2016 16:00,15612,26393,22398.5,7599.65,16166.3,40154.7,46254.86851,14661.55,76633.73149,56495.54,27673.56,15458,11775
2538,4/16/2016 17:00,15565,27544,22717.6,7750.7,16333.79999,41287.97,46476.68,14873.33,75786.02001,55839.26,28685.84,15312,11534
2539,4/16/2016 18:00,15132,27995,22770.8,7780.08,16315.95999,41913.3,46389.11782,14867.2,74850.64219,55328.24,23367.26,15071,11230
2540,4/16/2016 19:00,14740,28203,22550.4,7793.28,16251.85999,42331.96,46310.64079,14991.94,74213.41921,55110.98,29919.82,14887,11176
2541,4/16/2016 20:00,14134,28321,22299.36,7811.02,16283.24001,42636.3,46124.52401,15002.84,74549.41598,55226.14,30346.56,14870,11288
2542,4/16/2016 21:00,13734,28365,22107.18,7848.65,16305.59999,42870.61,46170.24593,14907.46,75150.85408,56085.72,30138.58,14980,11535
2543,4/16/2016 22:00,13484,28564,22073.9,8004.09,16375.58001,42964.08,46318.588,14939.27,75844.49198,56880.42,29490.38,15169,11699
2544,4/16/2016 23:00,13425,28877,22283.2,8181.48,16409.15999,42871.87,46593.55634,15002.03,76069.90367,57377.1,28354.9,15375,12106
2545,4/17/2016 0:00,13449,29513,22543.26,8340.95,16300.79999,42336.64,46355.2915,15028.15,76541.60851,56976.84,27340.66,15655,12573
2546,4/17/2016 1:00,13578,30006,22718.96,8537.3,16229.30001,42061.5,46248.00319,15104.54,79265.79679,58795.66,27470.54,16224,12929
2547,4/17/2016 2:00,13718,30469,22968.24,8657.94,16596.97999,42629.72,47557.39026,15430.94,78650.08974,58522.66,26269.44,15865,12412
2548,4/17/2016 3:00,13895,30935,23284.98,8944.21,16331.92001,41886.74,46234.50804,15228.23,75507.31194,56196,24481.3,15120,11596
2549,4/17/2016 4:00,14570,31987,23835.72,8805.98,15666.36,40079.34,43619.34823,14623.94,71880.81177,52409.82,22358.88,14151,10729
2550,4/17/2016 5:00,14214,32390,22464.04,8460.06,14800.31999,37727.65,40991.87414,13855.11,68460.14587,49258.8,20251.8,13338,10368
2551,4/17/2016 6:00,13447,30975,21301.74,7962.85,14106.80001,35489.7,39031.87085,13213.81,66140.92915,47475.72,18711.78,12825,10205
2552,4/17/2016 7:00,12410,29122,20454.6,7518.6,13632.09999,33893.59,37556.67569,12766.11,65013.12432,46333.68,17670.42,12504,10263
2553,4/17/2016 8:00,11719,27074,19707.86,7216.97,13405.14001,32809.37,36921.74934,12424.22,64617.69065,45893.44,17106.06,12366,10411
2554,4/17/2016 9:00,11365,25753,19207.86,6987.53,13259.66001,32109.52,36619.38567,12244.87,65181.67432,46123.72,16800.68,12390,10618
2555,4/17/2016 10:00,11221,24726,19045.08,6856.26,13167.42001,31864.8,36552.70234,12195.92,66616.51765,47275.18,16942.02,12622,10903
2556,4/17/2016 11:00,11222,24002,19092.46,6817.27,13340.53999,32007.1,37115.10966,12280.29,67565.13035,48881.76,17513.64,12904,11002
2557,4/17/2016 12:00,11440,23656,19362.9,6869.03,13607.16001,32706.9,37713.04276,12494.55,68925.31723,50324.2,18346.8,13514,10936
2558,4/17/2016 13:00,11933,23639,19839.28,6909.42,13917.44,33432.54,39243.89456,12623.38,71126.04544,53051.54,20489.26,14203,11029
2559,4/17/2016 14:00,12548,23873,20365.14,6913.39,14608.18001,35100.8,41627.28193,13322.11,72419.39805,54395.16,22798.64,14635,11211
2560,4/17/2016 15:00,13352,24024,21084.14,7119.25,15210.70001,37061.37,43314.8225,13874.54,72879.17749,54256.26,24447.94,14896,11189
2561,4/17/2016 16:00,13888,24567,21579.68,7395.28,15586.96,38712.13,44516.57687,14148.39,73150.08313,53658.62,25608.88,14976,11086
2562,4/17/2016 17:00,14216,25606,21801.68,7551.62,15795.63999,39938.35,45305.54701,14363.77,73670.19301,53789.16,26531.84,14982,10953
2563,4/17/2016 18:00,14153,26438,21829.64,7648.32,15956.34001,40924.06,45904.00566,14644.8,74045.63433,54313.52,27282.48,14890,10780
2564,4/17/2016 19:00,13927,27090,21867.66,7753.57,15984.24,41347.83,46260.80849,14830.46,74772.33151,54966.06,27892.94,14834,10676
2565,4/17/2016 20:00,13793,27698,21775.64,7873.16,15953.22001,41562.67,46317.41934,15020.79,75366.50066,55754.32,28393.48,14905,10759
2566,4/17/2016 21:00,13627,28234,21758.5,7970.37,16013.54001,41614.19,46599.45829,15173.56,76616.9817,57233.22,28791.48,15115,11149
2567,4/17/2016 22:00,13614,28885,21686.96,8160.28,16158.16001,41664.19,47352.5402,15224.75,78302.61979,58906,28817.8,15394,11748
2568,4/17/2016 23:00,13706,29487,22050.7,8424.59,16393.27999,41926.96,48232.25922,15289.89,79413.92079,60073,28186.1,15552,12171
2569,4/18/2016 0:00,13992,30761,22523.92,8674.62,16505.84,42041.86,48531.23898,15390.52,80361.10102,60132.06,27166.74,15876,12639
2570,4/18/2016 1:00,14374,31512,22830.84,8936.74,16636.18,42543.25,48915.18243,15716.91,83715.89757,62080.24,27579.56,16535,12999
2571,4/18/2016 2:00,14666,32054,23141.66,9102.43,17168.36001,43278.87,50496.87874,16249.42,82280.48125,61668.44,26246.36,15956,12273
2572,4/18/2016 3:00,14860,32589,23797.84,9393.44,16863.18001,42388.04,48551.29367,15915.82,77039.88633,57712.72,23850.28,14864,11255
2573,4/18/2016 4:00,15429,33510,23591.18,9223.07,15877.94001,39893.57,45281.26452,15042.3,72704.97547,52879.62,20924.18,13735,10761
2574,4/18/2016 5:00,14848,33749,22251.9,8707.51,14858.21999,36874.92,42383.88241,13987.83,68887.7376,49036,18527.5,12968,10608
2575,4/18/2016 6:00,13602,31972,20722.28,8044.14,14228.27999,34439.25,40509.83837,13216.27,66597.64164,47211.56,17124.34,12501,10616
2576,4/18/2016 7:00,12152,29511,20021.94,7462.37,13916.04001,32973.63,39434.5318,12710.78,65618.90818,46473.32,16336.88,12261,10472
2577,4/18/2016 8:00,11350,27022,19223.02,7123.23,13714.25999,32251.22,38832.18226,12441.41,65426.57774,46360.76,16002.84,12221,10471
2578,4/18/2016 9:00,10919,25754,18926.06,6954.91,13654.32001,32006.43,38755.91141,12315.26,66956.80858,47655.3,16333,12491,10778
2579,4/18/2016 10:00,10741,24965,18916.36,6838.72,13896.83999,32538.13,39799.39578,12440.51,71170.14423,51034.76,17884.24,13476,11300
2580,4/18/2016 11:00,10841,24456,19251.74,6890.09,14565.77999,34181.64,42656.88563,12960.77,78621.89438,57581.66,20662.94,15061,11653
2581,4/18/2016 12:00,11324,24457,20192.16,7213.46,16085.61999,37322.34,46764.40893,14052.3,83490.61108,61309.56,22003.84,16308,12570
2582,4/18/2016 13:00,12626,25272,21994.86,7702.37,16999.44001,38807.04,49762.4511,14536.75,85063.08889,61049.36,22819.64,16913,12906
2583,4/18/2016 14:00,14148,26965,23063.76,7978.76,17342.82,39182.28,51252.77951,14682.06,86256.34049,60353.82,24054.18,17270,12995
2584,4/18/2016 15:00,15190,29161,23610.1,8107.51,17560.32,40083.18,52480.2146,14910.77,87534.5054,59998.56,25367.64,17500,13057
2585,4/18/2016 16:00,15336,30749,23767.92,8113.52,17782.84001,40948.3,53590.12996,15201.78,88787.51003,60288.56,26504.74,17614,12985
2586,4/18/2016 17:00,15397,31848,23818.46,8193.91,17884.72001,41522.41,54377.64848,15463.18,90005.77152,60572.46,27496.54,17665,12854
2587,4/18/2016 18:00,15567,32828,23936.08,8310.88,17816.26001,41790.25,55011.82135,15691.27,91395.93864,61844.72,28435.58,17750,12839
2588,4/18/2016 19:00,15672,33799,23821.3,8406.99,17791.68,42091.69,55466.36092,15836.96,92438.91908,63476.36,29388.14,17765,12762
2589,4/18/2016 20:00,15849,34718,23840.04,8548.34,17677.38,42259,55439.27544,15989.96,93426.30456,65337.9,30384,17833,12743
2590,4/18/2016 21:00,16021,35563,23894.68,8731.04,17564.07999,42580.98,55304.63272,15914.24,94171.54729,67545.86,31188.64,17941,12971
2591,4/18/2016 22:00,16129,36670,23943.98,8906.69,17544.37999,42835.77,55048.392,16042.3,94669.58802,68628.28,31413.02,17956,13320
2592,4/18/2016 23:00,16320,37351,24077.1,9079.43,17462.55999,42886.29,54687.71473,15995.56,93995.34528,69142.34,30848.76,17669,13497
2593,4/19/2016 0:00,16468,38112,24290.98,9239.67,17405.23999,42661.27,54048.58848,15998.6,93347.55153,68140.3,29662.4,17791,13803
2594,4/19/2016 1:00,16689,38612,24363.66,9408.89,17384.48,42540.75,53979.33029,16113.94,94975.54971,69247.98,29705.02,18065,13884
2595,4/19/2016 2:00,16661,38467,24618.88,9517.18,17755.65999,43593.53,54613.02681,16526.99,91632.9332,67798.54,27840.56,17171,12961
2596,4/19/2016 3:00,16465,37904,25258.96,9734.72,17378.54,42428.9,52200.18034,16136.94,84219.45966,62700.32,24938.98,15778,11804
2597,4/19/2016 4:00,16775,38096,24791.76,9484.24,16303.88001,39457.77,48368.55858,15144.67,77459.02141,56748.9,21816.6,14405,11142
2598,4/19/2016 5:00,15898,37692,23187.22,8886.71,15228.51999,36123.79,44790.96914,14093.64,72834.35088,52455.7,19300.4,13402,10711
2599,4/19/2016 6:00,14461,35217,21670.92,8277.84,14562.98001,33784.03,42640.19684,13264.45,69644.38316,50002.74,17814.86,12804,10792
2600,4/19/2016 7:00,12740,31861,20872.18,7446.65,14187.09999,32349.58,41068.62208,12852.59,67646.77793,48451.18,16873.12,12478,10614
2601,4/19/2016 8:00,11942,28991,20041.26,7294.77,13974.93999,31520.85,40189.16006,12599.04,66765.77995,47774.86,16479.74,12348,10591
2602,4/19/2016 9:00,11412,27306,19697.14,7080.29,13925.07999,31162.47,40117.42346,12402.64,67690.25656,48308.3,16625.7,12572,10690
2603,4/19/2016 10:00,11109,26111,19576.56,6986.92,14082.33999,31540.54,40771.91271,12521.2,71652.62729,50923.96,17992.14,13476,11273
2604,4/19/2016 11:00,11039,25587,19822.22,7036.39,14784.48,33436.17,43774.25235,13072.06,78216.52765,56809.22,20753.88,15171,12031
2605,4/19/2016 12:00,11398,25546,20744.42,7334.93,16201.86001,37184.64,47857.86665,14196.49,82730.59334,59768.32,21914.18,16515,13005
2606,4/19/2016 13:00,12405,26255,22450.9,7798.79,17005.98001,38790.9,50338.06085,14536.65,84867.51913,59918.28,22731.92,17179,13382
2607,4/19/2016 14:00,13987,27670,23564.18,8028.37,17258.63999,39419.35,51365.1598,14841.72,86157.18021,60101.88,23971.02,17456,13446
2608,4/19/2016 15:00,14968,29403,24032.72,8110.82,17434.63999,40431.06,52048.55053,15175.32,87441.98948,60872,25312.7,17643,13544
2609,4/19/2016 16:00,15082,30943,23945.14,8054.67,17585.54001,41690.52,52719.52835,15535.09,88552.01165,62132.34,26410.46,17655,13483
2610,4/19/2016 17:00,15159,32002,23913.56,8183.18,17641.36001,42812.76,53049.86146,15867.48,89413.09854,63580.36,27549.04,17584,13332
2611,4/19/2016 18:00,15366,33111,23808.34,8274.31,17650.62001,43780.8,53317.31864,16076.01,90444.70135,65279.68,28801.92,17583,13188
2612,4/19/2016 19:00,15525,34184,23982.62,8498.47,17714.83999,45006.43,53592.2433,16232.5,91004.99671,67208.28,30093.72,17538,12947
2613,4/19/2016 20:00,15736,35124,24050.42,8766.51,17642.61999,45932.93,53192.84931,16385.9,91137.6707,68820.52,31178.38,17526,12877
2614,4/19/2016 21:00,16006,36144,24184.52,9023.8,17592.80001,46713.76,52726.51699,16415.12,91222.483,70302.02,32109.78,17601,13033
2615,4/19/2016 22:00,16192,36979,24385.24,9326.2,17568.9,47463.55,52366.56075,16562.41,90938.23925,70633.74,32369.36,17611,13322
2616,4/19/2016 23:00,16371,37932,24705.22,9631.81,17483.02001,47667.65,52211.23678,16541.68,90028.08321,69876.5,31606.1,17415,13541
2617,4/20/2016 0:00,16593,38799,25002.32,10037.44,17377.18001,46894.32,51836.36755,16587.26,89605.41245,68959.84,30413.36,17474,13864
2618,4/20/2016 1:00,16777,39070,24905.56,9713.38,17366.76001,45945.83,51871.88265,16520.31,92222.87735,70413.08,30410.52,17874,14133
2619,4/20/2016 2:00,16772,38668,25066.14,9787.87,17805.54001,46658.11,52736.71121,17024.5,89376.52878,68590.2,28397.5,17118,13249
2620,4/20/2016 3:00,16635,38108,25540.44,10062.84,17382.77999,45206.92,50609.09734,16647.74,82356.18266,63140.14,25434.86,15856,12009
2621,4/20/2016 4:00,16719,38337,25182.5,9778.79,16269.98001,41848.56,46961.02228,15664.29,76173.75771,57333.94,22207.56,14531,11355
2622,4/20/2016 5:00,15884,38269,23674.62,9132.53,15148.85999,38210.74,43755.15308,14488.19,72154.20693,53005.86,19755.74,13549,11059
2623,4/20/2016 6:00,14451,35527,22080.4,8452.56,14463.71999,35362.85,42043.70943,13747.35,69013.31058,51170.48,18185.82,13026,10933
2624,4/20/2016 7:00,12695,32215,20681.56,7662.52,14082.64,33638.67,40799.90239,13236.97,67463.43761,48942.7,17257.9,12719,10846
2625,4/20/2016 8:00,11945,29353,19806.76,7384.66,13827.91999,32622.87,40150.06486,12895.47,66798.35515,47830.3,16801.4,12613,10832
2626,4/20/2016 9:00,11441,27426,19363.84,7163.2,13795.29999,32147.63,39875.43781,12718.43,67910.1622,48118.48,16992.82,12851,11077
2627,4/20/2016 10:00,11133,26284,19175.26,7033.37,13989.04001,32454.09,40687.95342,12792.5,71599.68657,50401.82,18353.38,13756,11402
2628,4/20/2016 11:00,11084,25469,19421.34,7061.23,14749.25999,34379.31,43383.02329,13298.4,79086.43672,55830.06,20993.94,15311,12077
2629,4/20/2016 12:00,11410,25473,20264.56,7314.14,16167.37999,38077.67,47508.61893,14526.07,83290.06108,58870.2,22136.4,16482,12965
2630,4/20/2016 13:00,12505,25844,21961.88,7768.94,16970.78001,39667.02,50059.38605,14909.7,84574.39393,59325.5,23001.3,16998,13116
2631,4/20/2016 14:00,13795,27333,22933.16,8109.5,17180.70001,40014.45,51018.00344,15172.99,85150.09655,59994.3,24286.6,17195,13013
2632,4/20/2016 15:00,14950,29390,23338.32,8197.86,17318.72001,40992.98,51601.59683,15592.3,85995.02316,61245.88,25696.12,17285,12937
2633,4/20/2016 16:00,15130,30843,23488.42,8235.67,17450.23999,41999.51,52156.24468,15907.42,86411.39533,62765.16,26974.24,17261,12833
2634,4/20/2016 17:00,15235,31818,23560.58,8396.79,17517.67999,42467.23,52309.76593,16272.64,86977.41408,64314.7,28135.2,17168,12677
2635,4/20/2016 18:00,15335,32916,23624.92,8630.7,17489.29999,42835.84,52437.27908,16502.64,87797.32093,66313.8,29418.2,17163,12653
2636,4/20/2016 19:00,15495,33763,23905.94,8886.03,17513.85999,43720.85,52779.93384,16751.56,88347.62617,68038.6,30598.9,17116,12545
2637,4/20/2016 20:00,15689,34512,24132.24,9250.44,17536.78001,44768.86,52617.90241,16847.8,88618.87758,69982.88,31729.32,17147,12509
2638,4/20/2016 21:00,15857,35201,24343.42,9625.37,17502.54001,45792.26,52340.31423,16899.07,89150.12576,71487.6,32429.4,17263,12699
2639,4/20/2016 22:00,15973,35971,24563.04,9822.96,17599.92001,46993.89,52182.18657,16960.97,89570.23342,71785.28,32207.22,17261,13044
2640,4/20/2016 23:00,16147,36499,24840.02,10167.73,17566.25999,47484.14,52013.21308,16944.89,89036.84693,71194.32,31282.68,17111,13303
2641,4/21/2016 0:00,16217,37170,24944.68,10417.38,17460.45999,47083.75,51718.97639,16873.17,88567.38363,70097.88,30266.62,17269,13652
2642,4/21/2016 1:00,16272,37562,24896.88,10517.56,17299.71999,46052.04,52029.83701,16748.78,91281.483,71195.98,30418.02,17797,14017
2643,4/21/2016 2:00,16115,37527,24973.6,10494.88,17678.36001,46471.36,52886.40802,17009.44,88746.25197,69504.5,28668.2,17074,13212
2644,4/21/2016 3:00,15913,37167,25545.06,10556.57,17344.84001,45024.17,50762.80068,16618.32,82145.53932,64176.46,25924.44,15755,11976
2645,4/21/2016 4:00,15744,37295,25019.1,10129.59,16197.48001,41770.13,47175.8995,15542.92,76143.98049,58447.5,22888.7,14427,10851
2646,4/21/2016 5:00,15179,37327,23427.68,9405.78,15068.56001,37962.58,44044.75508,14330.64,72114.00491,54213,20388.4,13474,10419
2647,4/21/2016 6:00,13676,35388,21789.22,8710.89,14341.48,35217.65,41928.76236,13537.58,69263.91764,51733.6,18866.3,12948,10287
2648,4/21/2016 7:00,12246,32630,20649.54,8006.23,14007.36,33455.41,40748.68207,13103.2,67723.77793,49846.8,17887.6,12671,10379
2649,4/21/2016 8:00,11561,29149,19761.08,7550.92,13762.04001,32291.26,39955.58303,12827.06,67132.75697,49080.16,17365.84,12586,10389
2650,4/21/2016 9:00,11114,27374,19413.28,7278.82,13694.44001,31968.13,39867.13081,12718.79,68498.50917,49333.46,17546.94,12847,10708
2651,4/21/2016 10:00,10814,26182,19277.02,7127.67,13830.23999,32380.78,40773.33249,12820.65,73213.90752,51714.4,18857.1,13757,11295
2652,4/21/2016 11:00,10773,25416,19399.1,7117.07,14554.34001,34502.31,43655.15127,13389.14,80070.28872,56910.62,21531.88,15291,12140
2653,4/21/2016 12:00,11118,25271,20330.72,7392.66,15980.12,38136.54,47826.31255,14437.34,84128.00745,60092.14,22776.96,16490,13047
2654,4/21/2016 13:00,12116,25952,21736.86,7807.13,16707.55999,39637.36,50529.97979,14771.73,85739.08022,60598.62,23929.28,16996,13130
2655,4/21/2016 14:00,13714,27682,22684.42,8145.65,16948.3,40209.55,51514.34298,15028.88,86650.35702,61737.36,25530.04,17283,13083
2656,4/21/2016 15:00,14662,29676,23132.54,8292.19,17233.28001,41157.27,52063.61611,15410.64,87448.26387,62797.62,27230.18,17479,13070
2657,4/21/2016 16:00,14825,31130,23372.4,8392.42,17393.73999,41928.47,52669.19771,15708.93,87733.9423,63710.6,28563.5,17528,13004
2658,4/21/2016 17:00,14690,32113,23597.86,8655.19,17474.68001,42185.9,52901.00826,15930.69,87860.17173,64843.64,29842.36,17498,12916
2659,4/21/2016 18:00,14737,32991,23903.64,9272.48,17524.46001,42550.24,52875.94774,16186.22,88516.41225,66236.86,31182.14,17558,12937
2660,4/21/2016 19:00,15002,33921,23984.02,9305.77,17601.84001,43429.3,52918.24769,16594.63,88581.59229,67286.54,32337.76,17580,12911
2661,4/21/2016 20:00,15088,34103,24487.4,9712.46,17635.42001,44451.71,52568.63737,16778.59,88475.38262,67846.3,33370.8,17562,12914
2662,4/21/2016 21:00,15214,34707,24860.2,10170.58,17656.35999,45398.15,52133.10361,16950.45,88549.25641,68445.08,34010.72,17660,13080
2663,4/21/2016 22:00,15341,35408,24983.34,10488.43,17666.15999,46283.42,51811.28485,17017.79,88416.17516,68253.26,33971.94,17720,13294
2664,4/21/2016 23:00,15354,35600,25398,10812.98,17559.56001,46721.33,51228.59067,16807.37,87665.36931,67013.92,33112.48,17545,13403
2665,4/22/2016 0:00,15401,35723,25452.58,11018.01,17369.52001,46216.88,50737.26035,16742.39,88100.25963,66509.22,31829.28,17687,13677
2666,4/22/2016 1:00,15519,36006,25390.16,11075.32,17255.74,45118.34,50843.38159,16601.2,90521.85841,68427.86,31973.44,17949,13940
2667,4/22/2016 2:00,15405,35785,25298.48,10879.7,17621.10001,45545.75,51878.43168,16832.37,87977.3683,67544.44,30130.26,17161,13118
2668,4/22/2016 3:00,15508,35349,25897.98,10929.51,17433.32,44267.28,50301.23129,16482.19,82108.68871,63108.22,27327.28,15887,11871
2669,4/22/2016 4:00,15904,36041,25417.4,10498.04,16358.07999,40927.1,46906.27211,15438.3,76690.2079,58122.42,24118.08,14550,10761
2670,4/22/2016 5:00,15232,36264,23674.08,9769.3,15191.89999,37194.66,43746.50236,14195.46,72237.69765,53650.44,21605.66,13577,10313
2671,4/22/2016 6:00,13902,34217,22006.54,9029.31,14360.21999,34431.03,41885.47153,13346.38,69067.84848,51005.84,19888.86,12978,10038
2672,4/22/2016 7:00,12321,31455,20717.76,8249.92,13917.33999,32628.67,40576.52699,12824.67,67368.81301,49581.96,18853.14,12616,10073
2673,4/22/2016 8:00,11649,28999,19760.26,7774.75,13711.89999,31583.64,39941.11522,12530.15,66737.38479,48600.36,18237.74,12444,10158
2674,4/22/2016 9:00,11199,27398,19253.86,7449.79,13634.67999,31017.49,39868.05409,12503.6,67582.12591,48723.32,18245.48,12606,10494
2675,4/22/2016 10:00,11036,26429,19097.58,7271.11,13825.41999,31299.9,40825.94432,12482.67,71485.57568,50979.84,19538.26,13449,10974
2676,4/22/2016 11:00,10997,25840,19237,7233.2,14568.50001,33099.16,43439.36852,12979.54,79092.23147,56107.4,22148.8,14916,11532
2677,4/22/2016 12:00,11289,25877,19883.56,7454.5,15864,36431.13,47071.88933,14039.11,83609.01067,59300.78,23444.42,16291,12666
2678,4/22/2016 13:00,12306,26512,21549.8,7828.4,16623.3,37845.71,49608.58611,14409.19,85404.41389,60644.16,24715.14,17148,13293
2679,4/22/2016 14:00,13872,27839,22413.78,8146.51,16952.11999,38908.37,50752.12952,14656.5,86949.99049,61673.96,26648.04,17756,13526
2680,4/22/2016 15:00,14868,29590,23095.5,8343.99,17180.47999,40421.39,51220.12401,15021.36,88426.656,62906.96,28592.24,18118,13697
2681,4/22/2016 16:00,15186,31318,23373.12,8584.22,17452.33999,42219.61,51461.65257,15446.17,89194.18745,64175.76,30285.04,18295,13701
2682,4/22/2016 17:00,15283,32202,23848.9,8904.15,17585.50001,43740.15,51406.61375,15923.5,89240.28624,64953.96,31754.34,18407,13634
2683,4/22/2016 18:00,15341,32976,24213.82,9239.39,17657.58001,45040.91,51162.87561,16301.12,89429.80438,65414.4,33152.4,18597,13751
2684,4/22/2016 19:00,15314,33398,24428.48,9610.06,17824.52001,46403.66,50923.45513,16763.96,88883.66487,65628.76,34089.84,18601,13738
2685,4/22/2016 20:00,15257,33819,24705.54,10039.35,17951.99999,47698.18,50639.30913,17248.53,88353.89088,65716.2,34851.6,18490,13769
2686,4/22/2016 21:00,15138,33942,24906.56,10483.96,18040.72,48825.13,50172.68597,17593.41,87823.53403,65873.32,35070.28,18473,13809
2687,4/22/2016 22:00,14982,34125,25283.62,10761.83,18124.35999,49575.29,49622.1296,17797.94,86765.63041,65680.92,34181.18,18312,13847
2688,4/22/2016 23:00,14978,33953,25497.8,11020.6,17974.09999,49360.45,49020.77261,17690.85,84997.0274,64588.36,32584.04,17902,13729
2689,4/23/2016 0:00,14737,33772,25046.82,11191.05,17680.70001,48018.39,48240.37904,17313.94,84556.82095,63359.48,30977.92,17842,13818
2690,4/23/2016 1:00,14698,33082,24839.42,11119.75,17308.60001,45896.86,47934.30769,16672.57,86110.19231,63868.8,30444.3,17998,13819
2691,4/23/2016 2:00,14535,32695,24652.1,10843.21,17430.92001,45181.38,49227.53291,16734.57,84758.68708,63475.5,28831.3,17306,13076
2692,4/23/2016 3:00,14506,32494,25040.16,10735.48,17193.25999,43572.95,48159.85132,16295.49,80406.20868,60466.8,26795.4,16231,12028
2693,4/23/2016 4:00,14722,33355,24623.14,10341.75,16318.89999,40752,45287.39754,15422.31,75797.00247,56536.02,24370.38,15042,10965
2694,4/23/2016 5:00,14270,33947,23310.02,9757.29,15214.07999,37479.57,42598.81098,14380.96,71676.66903,52683.4,22138.1,13961,10423
2695,4/23/2016 6:00,13380,32562,21932.08,9181.7,14357.79999,34759.6,40673.29608,13486.12,68937.40393,49939.94,20454.36,13245,10191
2696,4/23/2016 7:00,12361,30308,20809.64,8486.98,13905.86,32777,39294.38953,12869.46,66884.47047,47929.32,19370.18,12803,10351
2697,4/23/2016 8:00,11713,28080,19740.22,7939.53,13642.06001,31488.69,38520.34738,12484.74,65739.91262,46786.2,18706.8,12576,10273
2698,4/23/2016 9:00,11309,26949,19262.14,7592.51,13478.52001,30729.64,38326.74326,12259.17,65722.57673,46366.6,18479.6,12558,10289
2699,4/23/2016 10:00,11087,26059,18809.42,7326.39,13459.87999,30450.37,38494.52002,12120.76,67054.05999,47057.28,18752.02,12804,10180
2700,4/23/2016 11:00,11005,25336,18840.46,7205.53,13728.56001,30904.14,39479.5966,12259.45,69263.3634,48055.26,19418.94,13285,10304
2701,4/23/2016 12:00,11123,25008,18987.08,7222.7,14067.10001,31866.62,40435.13639,12435.9,70181.36359,49146.28,20502.22,14074,10824
2702,4/23/2016 13:00,11571,25190,19456.62,7274.81,14461.52001,32806.43,42314.85361,12674.8,74155.56639,52093.46,23033.74,15103,11743
