Hour ending,Hour_UTC,R1_NW_year16,R2_CA_year16,R3_MN_year16,R4_SW_year16,R5_CE_year16,R6_TX_year16,R7_MW_year16,R8_AL_year16,R9_MA_year16,R10_SE_year16,R11_FL_year16,R12_NY_year16,R13_NE_year16
1,1/1/2016 0:00,19867,29235,27009.84,8672.36,20247.52,45772.3,57668.54008,17624.96,98412.77992,67096.96,35118.14,19726,16063
2,1/1/2016 1:00,21297,29983,29230.54,9595.55,20649.70001,46871.5,57995.01562,18174.21,95631.18438,66585.8,33226.1,19008,15273
3,1/1/2016 2:00,22683,31631,30115.1,10066.79,20323.28,45731.62,57296.22423,18217.73,92610.65577,64713.06,24424.34,18340,14568
4,1/1/2016 3:00,22472,34948,29420.12,9935.04,19974.07999,44410.36,56387.77745,18087.62,89576.50256,62561.54,28348.36,17557,13850
5,1/1/2016 4:00,21791,35138,29118.96,9764.24,19591.18,43131.47,55066.04132,17837.37,86374.03868,60218.04,26367.16,16772,13108
6,1/1/2016 5:00,21077,34156,28287.02,9574.71,19096.51999,41704.14,53144.51035,17359.89,83556.90967,57645.16,24446.04,16055,12737
7,1/1/2016 6:00,20335,32957,27442.18,9306.47,18627.83999,40565.25,52319.33517,15652.02,81613.90484,55757.9,23306.3,15250,12503
8,1/1/2016 7:00,19460,31599,26589.3,9096.21,18276.72,39604.02,51014.97725,15337.73,80694.24275,54620.24,22099.26,14583,12241
9,1/1/2016 8:00,18972,30241,26283.2,8943.56,18070.21999,39096.5,50002.56233,15227.8,79097.35768,53303.66,20758.94,14013,11824
10,1/1/2016 9:00,18459,29187,25307.06,8883.63,17893.76001,38700.43,49185.88194,15117.86,78363.67805,52527.48,19844.12,13632,11616
11,1/1/2016 10:00,18203,28364,25067.38,8827.01,17899.92001,38659.61,49046.56735,15094.66,78706.85265,52602.36,19353.84,13500,11626
12,1/1/2016 11:00,18144,27465,25026.48,8864.9,18026.00001,39087.4,49496.88021,15225.02,80003.01977,54114.12,19397.78,13671,11902
13,1/1/2016 12:00,18258,26813,25007.98,9005.17,18310.54001,40134.49,50505.13595,15544.08,80982.50404,55216.22,19815.78,14093,12104
14,1/1/2016 13:00,18664,26509,25569.8,9280.78,18770.35999,41256.52,51695.68521,16025.98,82381.3748,56601.14,20270.36,14398,12263
15,1/1/2016 14:00,19367,26608,26069.5,9601.45,19081.9,42060.63,52358.02622,16331.52,83283.47378,58085.94,22276.46,14791,12711
16,1/1/2016 15:00,20207,27155,26476.18,9733.33,19087.26001,42858.24,52665.65013,16705.83,85185.00986,60877.84,25576.86,15502,13135
17,1/1/2016 16:00,20855,27653,26822.28,9616.56,19071.02001,44085.74,53291.66176,17115.48,87085.35823,62831.26,28519.74,16144,13314
18,1/1/2016 17:00,21349,27815,26703.24,9291.04,18933.78,44770.05,53730.88388,17371.31,88146.09612,63818.84,30901.96,16548,13603
19,1/1/2016 18:00,21570,27942,26472.3,8958.09,18677.27999,44814.35,53650.28711,17322.4,88361.0929,63844.42,32526.98,16812,13810
20,1/1/2016 19:00,21399,28158,26287.3,8645.33,18267.66001,44436.24,53011.49673,17041.11,87773.96326,63303.92,33247.28,16915,13920
21,1/1/2016 20:00,20881,28219,25495.68,8361.54,17786.78,43796.56,52004.92419,16704.86,87268.65581,61875.76,33243.74,17069,13961
22,1/1/2016 21:00,20174,27750,25288.2,8099.66,17460.72001,43207.45,51525.65371,16423.35,87398.16629,61660.36,32803.94,17248,14180
23,1/1/2016 22:00,19588,27304,24711.36,7954.88,17326.66,43054.2,51513.70321,16370.14,89763.25679,62415.34,31968.36,17925,15128
24,1/1/2016 23:00,19214,26948,24608.44,8006.5,17637.89999,43623.53,53305.16886,16584.43,96291.83114,65944.74,31701.06,19059,15895
25,1/2/2016 0:00,19388,27117,25340.52,8276.04,18941.28,45928.54,57198.05149,17511.34,98089.52851,69118.92,32248.18,19106,15695
26,1/2/2016 1:00,20547,27352,28153.7,9085.89,19652.58001,47447.77,57733.81176,18066.68,97494.26823,69309.28,30806.62,18892,15279
27,1/2/2016 2:00,21867,29201,28600.88,9536.4,19646.8,47208.22,57182.79225,18107.2,96607.10775,68818.4,29216,18513,14820
28,1/2/2016 3:00,21931,32528,29242.16,9530.38,19552.95999,46780.55,56384.01313,17990.29,94692.14688,67897.26,27563.64,17979,14180
29,1/2/2016 4:00,21698,33188,28654.06,9489.31,19313.42,45938.36,55068.0618,17753.83,91648.2582,66093.04,25722.16,17113,13331
30,1/2/2016 5:00,21311,32918,27977.8,9319.96,18840.51999,44559.42,53123.26683,17290.58,88140.15318,63776.42,23739.78,16106,12600
31,1/2/2016 6:00,20693,32330,26402.86,8976.83,18237.76001,42800.76,51061.99308,16716.93,85549.16691,61567.8,21290.3,15151,11845
32,1/2/2016 7:00,19695,31153,26191.1,8601.23,17768.65999,41268.52,49536.54148,16301.83,84074.91853,60634.84,19819.66,14488,11783
33,1/2/2016 8:00,18460,29630,25440.54,8338.33,17554.06,40293.83,48559.59509,15965.18,83291.56491,60132.84,18866.96,14114,11450
34,1/2/2016 9:00,18260,28036,24894.66,8210.59,17431.48001,39692.85,48142.68363,15861.74,83078.89636,60757.06,18332.14,13915,11558
35,1/2/2016 10:00,18015,26871,24618.12,8134.64,17476.37999,39395.53,48184.7413,15839.45,82996.3387,61951.76,18106.54,13936,11739
36,1/2/2016 11:00,18091,25923,24626.64,8189.38,17695.26001,39730.95,48662.75296,16015.01,84888.50704,63349.62,18260.48,14220,11928
37,1/2/2016 12:00,18285,25405,24833.68,8337,18137.29999,40681.69,49992.79622,16389.53,87729.00379,66550.96,18938.14,14839,12100
38,1/2/2016 13:00,18744,25254,25451.32,8655.16,18786.91999,42119.88,51921.04507,16882.4,90527.77494,69577.02,19851.68,15491,12681
39,1/2/2016 14:00,19536,25598,26166.68,9085.88,19341.76001,43630.03,53538.12398,17344.39,92350.53601,71770.9,21916.4,16194,13511
40,1/2/2016 15:00,20551,26365,26967.92,9330.16,19539.01999,44909.59,54223.04266,17865.29,92517.97734,72620.64,24204.46,16940,14037
41,1/2/2016 16:00,21675,27325,27380.92,9329.74,19511.68,46289.42,54497.55447,18038.86,91948.02553,71409.46,25813.44,17430,14168
42,1/2/2016 17:00,22545,28199,27680.86,9084.47,19263.43999,46864.19,54292.7435,17932.7,90543.19651,68693.98,26716.52,17613,14120
43,1/2/2016 18:00,22781,29050,27444.66,8779.61,18874.22001,46572.13,53511.73193,17547.66,88871.58805,65993.98,27264.32,17641,14039
44,1/2/2016 19:00,22414,29546,27048.62,8478.91,18316.72001,45832.07,52444.49322,16996.76,87123.02678,63267.68,27308.22,17539,13921
45,1/2/2016 20:00,21741,29212,26431.66,8219.55,17736.99999,44688.09,51343.56677,16574.9,85916.93324,61608.7,27260.3,17487,13979
46,1/2/2016 21:00,20990,28564,25896.08,7995.12,17286.13999,43739.85,50507.20496,16289.37,85170.13506,60761.08,26967.12,17629,14037
47,1/2/2016 22:00,20295,28128,25558.4,7896.12,17138.23999,43414.69,50503.21948,16233.21,87503.82052,61767.32,26619.28,18483,15114
48,1/2/2016 23:00,19944,28089,25574.3,7984.25,17448,43871.68,52511.64546,16413.27,94760.25454,66475.48,27156.02,19562,16176
49,1/3/2016 0:00,20146,28127,26435.06,8271.09,18703.38,46017.71,56738.25351,17179.98,98381.42649,71694.94,28305.76,19536,16083
50,1/3/2016 1:00,21237,28326,28312.16,9042.66,19543.12,47575.62,57603.19351,17754.82,98448.42649,73198.8,27457,19237,15677
51,1/3/2016 2:00,22467,29889,29299.76,9508.86,19580.41999,47342.53,57053.17073,17731.91,97735.54928,73555.52,26327.68,18808,15216
52,1/3/2016 3:00,22559,32899,29159.92,9479.82,19559.74,46813.05,56410.94757,17612.93,96256.99243,72989.72,24960.28,18288,14544
53,1/3/2016 4:00,22290,33350,28712.94,9387.55,19265.80001,45803.82,55248.49302,17328.89,93323.20697,71405.14,23466.66,17380,13619
54,1/3/2016 5:00,22034,32995,27987.42,9211.51,18747.11999,44206.29,53121.33419,16823.54,90373.88583,69329.48,21732.22,16381,12648
55,1/3/2016 6:00,21334,32335,26880.1,8836.61,18121.81999,42274.14,51115.62006,16183.51,88503.69995,67703,20390.5,15401,12261
56,1/3/2016 7:00,20257,31113,25784.62,8458.79,17686.78,40738.78,49583.07782,15757.05,86544.30218,66677.68,19049.22,14652,11928
57,1/3/2016 8:00,19019,29525,25079.9,8186.03,17456.06001,39784.22,48546.42736,15479.93,85234.33264,66822.84,18278.66,14192,11811
58,1/3/2016 9:00,18686,27993,24486.46,8026.07,17316.94001,39366,48097.95311,15374.39,84784.88687,66947.02,17836.08,13946,11711
59,1/3/2016 10:00,18374,26623,24137.26,7959.67,17352.73999,39383.57,47992.22814,15327.42,84714.11188,67689.72,17695.88,13927,11752
60,1/3/2016 11:00,18345,25528,23943.3,7949.21,17541.82001,39847.4,48339.53272,15386.45,85232.58727,69408.78,17998.82,14112,11880
61,1/3/2016 12:00,18536,24895,24135.3,8035.45,17897.79999,40881.89,49319.84299,15649.36,87073.45702,71585.56,18793.54,14571,12242
62,1/3/2016 13:00,18881,24637,24520,8288.78,18458.96,42416.13,50961.22921,16111.07,89294.73079,74235.06,19939.74,15030,12896
63,1/3/2016 14:00,19531,24856,25065.56,8600.8,19057.1,43895.96,52475.20894,16557.28,90915.19106,76386.34,21960.56,15652,13307
64,1/3/2016 15:00,20518,25510,25581.62,8844.11,19247.41999,44548.25,53211.53559,17009.68,90565.18441,76139.96,23900.44,16270,13517
65,1/3/2016 16:00,21574,26444,25998.56,8823.6,18998.40001,44085.8,53495.35508,17047.64,89471.9449,72856,25134.6,16740,13657
66,1/3/2016 17:00,22420,26982,26257.14,8608.19,18558.08,42769.07,53511.34073,16718.54,88126.83927,68951.88,25959.02,17079,13682
67,1/3/2016 18:00,22938,27268,26198.14,8371.53,18179.66001,41256.71,53482.5433,16045.9,88135.41669,66015.32,26462.68,17257,13721
68,1/3/2016 19:00,22958,27537,25849.18,8158.61,17891.31999,39955.54,53382.99063,15612.13,88384.92939,64208.38,26674.52,17281,13702
69,1/3/2016 20:00,22794,27482,25499.14,8013.55,17504.89999,38769.07,52985.96417,15271.04,88215.03584,62575.66,26567.94,17311,13744
70,1/3/2016 21:00,22577,27327,25212.68,7857.44,17227.47999,37849.39,52755.66513,14883.03,87700.01487,61897.18,26407.32,17492,14011
71,1/3/2016 22:00,22276,27282,24930.36,7838.34,17187.38,37444.45,53183.0968,14740.59,90522.3832,62848.88,26619.82,18434,15217
72,1/3/2016 23:00,21891,27291,25032.76,7985.24,17580.88001,37827.11,55518.10451,14977.13,98303.87548,67423.2,27708.8,19723,16455
73,1/4/2016 0:00,21962,27553,25818.78,8358.93,19040.15999,40223.64,59760.4914,15936.53,101391.6686,72598.3,28682.6,19807,16393
74,1/4/2016 1:00,22734,28016,27724.46,9195.87,20027.54001,43512.22,60333.63187,17080.47,101429.7081,74367.48,28060.72,19554,15976
75,1/4/2016 2:00,23469,29851,28960.94,9643.47,20287.93999,44382.62,59967.14418,17509.79,100453.6958,74601.12,26986.58,19043,15408
76,1/4/2016 3:00,23141,33150,28633.46,9576.63,20210.26001,44406.08,58654.59579,17602.41,97225.8642,72773.14,25404.96,18167,14417
77,1/4/2016 4:00,22683,33660,28105.58,9367.17,19877.94,43878.89,56847.58282,17323.78,92998.45718,70331.3,21425.8,17057,13261
78,1/4/2016 5:00,22016,33302,27154.62,9028.63,19151.26001,42356.93,54415.61831,16808,89208.84168,67543.82,17206.38,15922,12194
79,1/4/2016 6:00,20879,32351,25712.08,8442.76,18451.11999,40579.36,52316.35776,16283.46,87776.86226,65933.34,19805.46,15097,11764
80,1/4/2016 7:00,19338,30606,24556.26,7983.43,18115.86001,39556.64,51035.65741,15963.05,86873.00258,65357.42,18834.28,14603,11433
81,1/4/2016 8:00,17796,28573,23965.16,7686.5,18089.29999,39331.57,50398.25852,15911.27,86665.5415,65747.42,18443.18,14355,11317
82,1/4/2016 9:00,17337,26877,22874.24,7543.84,18182.08001,39666.06,50348.53991,16049.1,87182.94008,66698.38,18455.42,14321,11421
83,1/4/2016 10:00,17038,25492,23380.66,7490.37,18415.73999,40559.09,51006.95679,16262.8,88256.88322,68348.2,19044.9,14649,11854
84,1/4/2016 11:00,16968,24641,23263.24,7565.84,18888.98001,42432.61,52496.57604,16811.95,92542.80395,72540.1,20956.4,15694,12872
85,1/4/2016 12:00,17244,24156,23434.8,7854.8,19937.30001,46082.29,56009.69227,17937.81,102321.2077,79911.66,23929.84,17592,14764
86,1/4/2016 13:00,18041,24293,24838.7,8508.45,21553.00001,50763.32,60928.54636,19549.53,108460.5536,84809.36,25901.44,19068,16004
87,1/4/2016 14:00,19486,25218,26610.72,9356.18,22586.55999,52787.88,63564.13259,20199.7,108641.4274,85318.6,26591.6,19608,16275
88,1/4/2016 15:00,21333,27363,27907,9575.52,22519.14,51715.13,63255.75914,19847.37,108049.6809,83649.22,26871.08,20094,16392
89,1/4/2016 16:00,22379,30165,28527.16,9427.4,22290.00001,49915.83,62954.82679,19220.41,107647.5732,81777.78,26740.22,20294,16437
90,1/4/2016 17:00,22462,31796,27927.68,9392.22,22017.43999,48037.82,62537.5672,18522.6,106778.7728,79991.2,26363.4,20333,16434
91,1/4/2016 18:00,22303,32318,27960.6,9407.98,21452.86,46083.28,61860.99607,17847.02,106251.7639,78136.4,25873.8,20333,16425
92,1/4/2016 19:00,22032,32516,27216.74,9407.79,20884.38001,44312.82,60966.49005,17132.19,106642.1899,77256.98,25486.42,20378,16471
93,1/4/2016 20:00,21724,32429,27455.2,9429.54,20447.67999,43025.02,60439.0689,16688.38,106473.9111,76125.36,25150.24,20422,16487
94,1/4/2016 21:00,21458,32105,26943.24,9323.64,19982.27999,41900.01,59738.57476,16368.65,107284.4053,75509.18,25017.02,20695,16795
95,1/4/2016 22:00,21219,31939,26722.12,9215.98,19745.86,41219.27,59749.01283,16231.61,110295.8472,76764.64,25225.16,21618,17834
96,1/4/2016 23:00,21052,31860,26762.72,9202.58,20029.76001,41381.51,61391.60139,16525.47,118194.9586,81705.52,26380.48,23087,19077
97,1/5/2016 0:00,21165,31689,27418.98,9472.77,21340.64,43951.86,65407.43263,17710.61,121629.2074,89051.54,28998.46,23179,19142
98,1/5/2016 1:00,21916,31781,29169.82,10204.45,22271.29999,47591.5,66298.95594,19096.03,121233.7441,91072.9,29132,22837,18775
99,1/5/2016 2:00,22796,33198,29836.72,10510.04,22325.17999,48359.2,65709.33331,19580.18,120186.1467,91161.08,28055.92,22233,18229
100,1/5/2016 3:00,22634,35728,29292.22,10412.09,22183.38,48514.74,64457.99357,19671.69,116984.3864,89510.48,26721.52,21296,17152
101,1/5/2016 4:00,22129,35922,28987.88,10160.14,21616.27999,47480.39,62167.28406,19280.33,111591.6959,85386.98,24689.42,19951,15800
102,1/5/2016 5:00,21381,35222,27683.68,9687.16,20618.12,45138.56,58837.9343,18589.06,106689.0857,81251.04,22613.36,18516,14594
103,1/5/2016 6:00,20140,33915,26069.08,9046.84,19788.67999,42897.13,56370.38422,17807.39,105007.5958,80295.04,20895.16,17548,13867
104,1/5/2016 7:00,18622,32062,24693.46,8499.87,19284.23999,41632.14,54994.29017,17524.15,104146.2498,80642.62,20143.38,16994,13500
105,1/5/2016 8:00,17094,29768,23701.84,8188.92,19148.94,41288.06,54262.70609,17577.8,104101.7339,81088.56,19816.34,16701,13387
106,1/5/2016 9:00,16207,27588,23516.4,7994.92,19128.14001,41405.9,54062.47624,17701.9,104525.6637,82040.08,19907.52,16654,13456
107,1/5/2016 10:00,16355,26133,22976.3,7928.43,19276.46001,42064.46,54326.46219,17976.09,106793.0978,84163.72,20552.38,16930,13897
108,1/5/2016 11:00,16284,25326,23042.2,7945.02,19687.24001,43849.06,55478.72751,18571.64,111952.7125,88393.6,22642.1,17871,15008
109,1/5/2016 12:00,16477,24905,23171.48,8234.16,20644.62,47535.38,58853.29731,19670.44,121107.1227,95679.08,26052.52,19670,16938
110,1/5/2016 13:00,17250,24892,24316.66,8885.53,22295.16001,52639.14,63738.20427,21391.75,126920.1557,100416.36,27843.24,20936,18019
111,1/5/2016 14:00,18745,25601,28966.78,9725.41,23195.91999,54290.21,65914.95259,21920.26,125683.2674,98986.4,28036.2,21276,17971
112,1/5/2016 15:00,20794,27464,27898.32,9865.06,22822.42,52998.84,65130.36263,21275.04,121713.6574,94407.34,27949.86,21434,17678
113,1/5/2016 16:00,21815,30215,27947.34,9655.53,22372.56001,51617.97,63988.8276,20568.14,118663.8324,89786.34,27702.16,21572,17439
114,1/5/2016 17:00,21656,31982,27455.44,9487,21892,50046.15,62865.62928,19685.01,115452.3707,85482.88,27181.22,21388,17147
115,1/5/2016 18:00,21313,32834,27280.1,9309.93,21332.36001,48210.65,61893.77574,18725.1,112413.4843,81766.44,26553.76,21137,16846
116,1/5/2016 19:00,21002,33804,27007.5,9165.91,20792.12,46446.86,60673.36981,17883.69,111037.2502,79093.04,25970.76,21002,16729
117,1/5/2016 20:00,20638,34437,26702.82,9059.75,20407.10001,45211.69,60073.94354,17315.64,108905.1565,76994.66,25591.74,20881,16684
118,1/5/2016 21:00,20363,34508,26483.72,8977.64,20047.68001,44027.54,59347.65055,16783.24,108334.6294,76060.5,25546.1,20959,16949
119,1/5/2016 22:00,20122,34449,26361.16,8942.86,19935.22001,43487.27,59289.51415,16707.97,110331.5058,77799.94,25958.46,21667,17924
120,1/5/2016 23:00,20008,34129,26227.54,9059.89,20305.68001,44370.74,61200.90465,17039.77,118330.7753,83063.16,27584.44,23085,19197
121,1/6/2016 0:00,20120,33579,26879.68,9374.94,21472.18001,47203.8,64966.69058,18276.72,122304.6894,90689.82,29771.58,23162,19221
122,1/6/2016 1:00,20959,33318,28787.22,10036.71,22196.31998,49928.69,65564.38988,19577.24,122410.6301,93294.22,29565.58,22793,18885
123,1/6/2016 2:00,21839,34499,29419.22,10333.97,22107.63998,49990.54,64900.79979,19759.99,121342.2402,93633.94,28596.16,22115,18286
124,1/6/2016 3:00,21780,36715,29115.96,10245.54,21839.28,49423.25,63656.98188,19594.99,117869.8981,92034.26,26900.24,21072,17174
125,1/6/2016 4:00,21406,36956,28526.92,10017.06,21187.81999,47681.03,61159.20471,19112.05,112343.2153,87769.58,24595.72,19627,15748
126,1/6/2016 5:00,20702,36192,27433.3,9565.37,20128.04001,44794.72,57923.62486,18250.73,108320.6151,84110.18,22341.22,18169,14699
127,1/6/2016 6:00,19565,35002,25446.14,8925.15,19103.09999,41955.39,55200.88971,17398.52,106196.6103,82320.12,20631.48,17171,14009
128,1/6/2016 7:00,18080,32825,24873.16,8339.88,18619.66,40226.7,53885.88638,17012.84,104542.6736,83653.34,19761.16,16581,13640
129,1/6/2016 8:00,16671,30267,23812.2,7977.38,18336.36001,39290.4,53095.53757,16834.2,104232.2224,84048.76,19407.24,16248,13432
130,1/6/2016 9:00,16180,28076,23005.34,7804.19,18236.18001,38886.8,52671.63299,16804.81,104809.947,84829.3,19462.5,16160,13746
131,1/6/2016 10:00,15873,26454,22755.56,7752.6,18290.30001,38892.37,52647.42699,16965.17,106307.573,86471.3,20032.8,16408,14220
132,1/6/2016 11:00,15810,25494,22711.72,7809.7,18635.60001,39958.18,54102.03125,17272.8,111225.3687,90162.64,21908.56,17360,14836
133,1/6/2016 12:00,16119,24961,23131.44,8140.82,19546.84001,42903.12,57267.82153,18238.04,120307.8185,97324.88,24958.52,19210,16543
134,1/6/2016 13:00,16877,24998,24257.06,8796.35,21136.59999,47388.8,61922.46182,19735.19,125479.8382,101512,26635.5,20467,17586
135,1/6/2016 14:00,18488,25940,26055.64,9634.74,22062.07999,48874.07,64325.31035,19985.39,123233.7697,99369.56,26911.54,20688,17449
136,1/6/2016 15:00,20554,28243,27590.06,9866.87,21852.54001,47965.2,63712.74045,19310.79,118027.5995,94857.24,27149.96,20718,16991
137,1/6/2016 16:00,21740,31012,27953,9662.94,21729.28001,47679.97,62887.18223,18489.43,113098.2978,89812.02,27151.18,20589,16550
138,1/6/2016 17:00,21471,32747,27319.46,9395.01,21622.71999,47449.38,62072.06033,17750.91,109892.3597,84937.12,26927.58,20380,16161
139,1/6/2016 18:00,21009,33440,27689.84,9156,21381.29999,46945.39,61232.85947,16996.07,107027.2405,80449.68,26476.22,20085,15758
140,1/6/2016 19:00,20578,33849,26939.58,9030.17,21116.04001,46219.9,60437.71698,16417.57,105000.823,77380.38,26080.22,19883,15810
141,1/6/2016 20:00,20032,34147,26608.54,8890.79,20920.38001,45625.35,60017.60918,15997.86,103091.9708,75258.9,25795.2,19722,15640
142,1/6/2016 21:00,19538,34377,26305.36,8846.32,20723.13999,44985.04,59571.83572,15795.1,102457.4043,74491.98,25771.62,19758,15855
143,1/6/2016 22:00,18982,34248,26207.6,8780.66,20593.62,44777.93,59441.60202,15679.37,103898.218,75571.08,26186.82,20525,16866
144,1/6/2016 23:00,18846,34292,26242.44,8779.68,20852.86001,45403.97,60986.74287,15875.19,111306.4171,79295.32,27510.28,21951,18212
145,1/7/2016 0:00,19080,34161,27005.34,9032.23,21636.76002,47344.08,64026.36949,16636.43,114807.2905,84754.72,29407.88,21955,18224
146,1/7/2016 1:00,20117,34387,28645.64,9779.24,21917.08002,48668.6,64180.11832,17360.06,114502.4617,86122.86,29116.34,21582,17860
147,1/7/2016 2:00,21170,35405,29432.84,10287.34,21610.97998,48183.68,63101.54316,17341.28,113114.7369,85631.88,28038.42,20963,17243
148,1/7/2016 3:00,21211,37341,29163.52,10256.9,21204.59999,47177.14,61690.99598,17178.44,109396.904,83326.56,26260.54,20005,16161
149,1/7/2016 4:00,20940,37389,28595.08,10115.86,20464.81999,45146.45,59290.69216,16643.17,104619.3279,79599.38,23949.02,18595,14792
150,1/7/2016 5:00,20410,36594,27583.88,9751.22,19331.04,42103.39,55687.64558,15722.93,100104.8944,75661.16,21650.74,17213,13820
151,1/7/2016 6:00,19319,35434,26056,9144.48,18268.15999,39053.98,52944.11012,14813.32,97088.84989,73007.34,19738.76,16226,13172
152,1/7/2016 7:00,17914,33328,24668.7,8573.05,17605.1,37019.08,51466.88276,14284.07,95241.21724,71650.34,18768.96,15661,13159
153,1/7/2016 8:00,16576,30744,23890,8176.18,17255.26,35940.67,50414.35989,14040.23,94662.70011,71063.32,18317.78,15372,13094
154,1/7/2016 9:00,15963,28288,23093.32,8001.82,17093.63999,35424.88,49807.92236,13910,94586.71765,71560.36,18307.54,15326,13144
155,1/7/2016 10:00,15743,26736,22815.54,7986.17,17095.04001,35429.64,49845.7413,13954.07,95330.09869,72331.96,18791.44,15596,13541
156,1/7/2016 11:00,15707,25965,22799.58,8016.53,17399.96,36309.12,50959.7321,14195.65,99181.2279,75647.74,20514.66,16571,14326
157,1/7/2016 12:00,15896,25480,23182.5,8300.99,18256.28001,38952.2,54052.55599,15036.35,108012.424,82444.46,23628.74,18526,15785
158,1/7/2016 13:00,16600,25456,24384.66,8958.01,19821.61999,43223.66,58805.83093,16397.23,113823.2891,86583.84,25241.66,19887,16878
159,1/7/2016 14:00,18157,26386,26243.38,9892.31,20862.31999,44775.28,61213.43797,16938.99,112627.482,84966.54,25643.06,20088,16727
160,1/7/2016 15:00,20235,28539,27752.18,10081.99,20708.57999,43965.18,60813.66912,16708.69,109853.7109,82480.54,26134.76,20146,16322
161,1/7/2016 16:00,21316,31452,28219.88,9979.02,20648.43999,43659.03,60356.00673,16635.09,107102.8333,79336.5,26499.4,20026,16134
162,1/7/2016 17:00,21044,32785,25678.4,9950.6,20605.49999,43249.67,60008.03747,16658.03,104086.6625,75987.08,26443.52,19811,15655
163,1/7/2016 18:00,20648,32865,27806.48,9912.46,20439.92001,42419.78,59542.94957,16470.84,102297.1704,72851.48,26179.32,19553,15350
164,1/7/2016 19:00,20274,32825,27500.86,9785.69,20197.37999,41553.24,58868.02733,16226.75,100386.9527,70459.12,25928.98,19401,15517
165,1/7/2016 20:00,19828,32680,27124.88,9622.54,20036.07999,41054.96,58277.08135,15998.56,99109.89866,68943.9,25757.7,19308,15508
166,1/7/2016 21:00,19496,32391,26779.4,9400.1,19777.40001,40555.55,57677.78701,15897.85,99265.91297,67954.76,25878.04,19443,15737
167,1/7/2016 22:00,19258,32329,26728.8,9378.74,19573.18,40223.34,57775.63699,15809.06,99587.64301,68740.46,26081.94,20062,16426
168,1/7/2016 23:00,19115,32048,26873.6,9542.4,19775.50001,40312.12,59320.57395,16021.78,105519.226,72182.04,27072.26,21371,17754
169,1/8/2016 0:00,19276,31666,27597.18,9923.37,20439.43998,41388.59,61958.20716,16645.98,108425.5329,76713.44,28856.96,21385,17830
170,1/8/2016 1:00,20124,31856,29088.42,10549.25,20845.29999,43720.51,61963.41533,17180.02,107927.2847,77362.72,28498.58,20991,17490
171,1/8/2016 2:00,21001,33360,29832.58,10926.75,20633.29999,43692.32,61037.30685,17073.35,106488.2932,76380.52,27274.28,20401,16917
172,1/8/2016 3:00,21060,36185,29481.92,10850.84,20282.67999,43186,59577.74227,16806.38,103330.1377,74033.36,25402.24,19484,15918
173,1/8/2016 4:00,20751,36723,28924.24,10623.98,19635.06001,41714.38,57110.34156,16194.08,98531.81842,69776.7,23104.4,18153,14589
174,1/8/2016 5:00,20310,36052,27850.88,10179.42,18636.04001,39222.65,53704.51508,15300.87,93283.92491,65691.12,20789.88,16844,13624
175,1/8/2016 6:00,19290,35073,26337.32,9519.44,17695.37999,36775.97,50997.8835,14387.51,89667.09651,62140.2,18714.8,15836,13034
176,1/8/2016 7:00,17866,33262,24991.1,8958.21,17212.11999,35171.52,49312.68477,13846.63,87462.43524,60339.56,17606.44,15317,12815
177,1/8/2016 8:00,16454,30835,23742.92,8611.6,16936.2,34475.39,48114.04399,13579.69,86497.35601,59446.82,16997.78,15028,12894
178,1/8/2016 9:00,15953,28774,22922.7,8437.49,16860.97999,34314.28,47583.49234,13398.17,86083.48767,59514.56,16860.04,14938,13108
179,1/8/2016 10:00,15613,27237,22703.34,8398.79,16872.88001,34550.45,47583.8512,13366.56,86489.12879,60348.42,17203.48,15206,13390
180,1/8/2016 11:00,15483,26320,22728.4,8457.56,17149.81999,35716.42,48647.4866,13645.58,90285.6334,62881,18720.1,16166,13589
181,1/8/2016 12:00,15694,25828,23198.04,8780.86,17957.81999,38689.97,51734.0657,14396.39,99003.25431,69297.68,21557.92,18118,15283
182,1/8/2016 13:00,16490,25991,24274.96,9425.68,19567.65999,43286.96,56183.11905,15698.48,104562.441,73880.7,23330.7,19407,16357
183,1/8/2016 14:00,18061,26953,26145.32,10282.7,20588.80002,45271.83,58852.65942,16203.05,104742.8406,73092.9,24008.3,19712,16359
184,1/8/2016 15:00,20184,29172,27752.54,10600.83,20495.26001,44538.5,58806.5789,16053.71,104375.8811,72769.64,24887.56,19871,16225
185,1/8/2016 16:00,21427,32228,28184.06,10384.99,20450.77998,44112.81,58929.28946,15986.08,104010.1906,72617.64,25600.06,19848,16148
186,1/8/2016 17:00,21246,33519,28056.88,10233.98,20446.26002,43495.36,58828.6188,15897.26,103030.9412,71808.68,25948.62,19698,16012
187,1/8/2016 18:00,20831,33537,27799.84,9947.4,20347.20002,42870.2,58714.58036,15567.56,101731.3196,69305.2,26098.7,19483,15810
188,1/8/2016 19:00,20411,33187,27448.26,9617.63,20123.16,42214.53,58383.32748,15125.96,100975.4325,68066.14,26216.66,19329,15739
189,1/8/2016 20:00,19810,32824,27273.08,9389.34,20035.08001,41658.84,57778.09444,15103.38,99926.98555,67359.48,26243.22,19243,15700
190,1/8/2016 21:00,19272,32260,26613.2,9260.08,19883.56,40943.72,57276.36315,14972.98,99324.59685,66549.98,26281.32,19281,16058
191,1/8/2016 22:00,18842,31451,26345.42,9131.03,19859.25999,40496.31,57051.5156,14892.52,100476.5444,66539.56,26247.14,19910,16562
