Hour ending,Hour_UTC,R1_NW_year16,R2_CA_year16,R3_MN_year16,R4_SW_year16,R5_CE_year16,R6_TX_year16,R7_MW_year16,R8_AL_year16,R9_MA_year16,R10_SE_year16,R11_FL_year16,R12_NY_year16,R13_NE_year16
1,1/1/2016 0:00,0.133268152,0.205227039,0.019043062,0.060947405,0,0.000706047,0,0,0,0,0,0,0
2,1/1/2016 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1/1/2016 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1/1/2016 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1/1/2016 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1/1/2016 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1/1/2016 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1/1/2016 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1/1/2016 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1/1/2016 9:00,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1/1/2016 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1/1/2016 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1/1/2016 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1/1/2016 13:00,0,0,0,0,0,0,0,0,0.080242081,0.060899015,0.346639106,0.080363077,0.220405589
15,1/1/2016 14:00,0,0,0,0,0.081089268,0.079048082,0.158756955,0.267749079,0.219110991,0.174512352,0.440614924,0.080490321,0.2974578
16,1/1/2016 15:00,0,0.030799361,0.144423095,0.250401207,0.52348795,0.137888506,0.242503012,0.323996457,0.268677852,0.205289608,0.438095917,0.091780494,0.297600479
17,1/1/2016 16:00,0.172577473,0.479937721,0.539386754,0.415007462,0.647013333,0.183203132,0.245282422,0.300440885,0.25535837,0.212254946,0.422509567,0.147290092,0.305141699
18,1/1/2016 17:00,0.555255304,0.615733402,0.584381618,0.463401257,0.657472757,0.221433966,0.269092672,0.353515023,0.292829061,0.196197832,0.431898638,0.198156684,0.209540854
19,1/1/2016 18:00,0.554862787,0.608290285,0.597450305,0.530966571,0.641925604,0.248335128,0.288831446,0.314000472,0.267340007,0.200023827,0.454197375,0.168626453,0.163477384
20,1/1/2016 19:00,0.51523069,0.609274727,0.595103938,0.53884527,0.62544059,0.248807516,0.315597592,0.29567116,0.218072866,0.21416749,0.440202897,0.108062938,0.120310979
21,1/1/2016 20:00,0.502733368,0.595338121,0.600393343,0.470797226,0.613041858,0.216587195,0.314681443,0.339071878,0.170022304,0.212416653,0.426449521,0.051871672,0.034812192
22,1/1/2016 21:00,0.510063171,0.572130609,0.600327231,0.44066111,0.575436795,0.184472705,0.263709423,0.313832612,0.086313887,0.161678056,0.314838251,0.003762494,0
23,1/1/2016 22:00,0.512558238,0.539993596,0.545995844,0.39652463,0.411137744,0.134041055,0.086502452,0.177259339,0.008387265,0.051581087,0.065054889,0,0
24,1/1/2016 23:00,0.438816521,0.433750748,0.287037654,0.299692151,0.064409783,0.037785233,0,0.005325656,0,0,0,0,0
25,1/2/2016 0:00,0.137545019,0.257564286,0.022688024,0.055987942,0,0.000446148,0,0,0,0,0,0,0
26,1/2/2016 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1/2/2016 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0
28,1/2/2016 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1/2/2016 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1/2/2016 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1/2/2016 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1/2/2016 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1/2/2016 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1/2/2016 9:00,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1/2/2016 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1/2/2016 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1/2/2016 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1/2/2016 13:00,0,0,0,0,0,0,0,0,0.161526852,0.17322338,0.285280814,0.058701766,0.30114118
39,1/2/2016 14:00,0,0,0,0,0.072581081,0.071733745,0.293748146,0.197519693,0.341915928,0.399767615,0.352945717,0.089854893,0.400976072
40,1/2/2016 15:00,0,0.018212201,0.117396577,0.421285926,0.492995111,0.121195168,0.491340314,0.266669094,0.363864261,0.497524732,0.319609046,0.121925616,0.423902816
41,1/2/2016 16:00,0.158405922,0.352137381,0.461195772,0.635334117,0.606509899,0.145831903,0.537138048,0.328228231,0.384016718,0.552376252,0.318094045,0.156221187,0.412585518
42,1/2/2016 17:00,0.536437551,0.470753348,0.517753224,0.699366797,0.628130688,0.191456245,0.587278357,0.366641163,0.403834237,0.595579084,0.368006497,0.10802188,0.36921299
43,1/2/2016 18:00,0.559282086,0.547534156,0.503064412,0.703867313,0.637246566,0.191947108,0.590522035,0.362336255,0.40193799,0.570320074,0.435136536,0.079103972,0.32091758
44,1/2/2016 19:00,0.535066783,0.558591785,0.447745838,0.698531094,0.624292455,0.199700368,0.578282756,0.317590188,0.402945693,0.54049001,0.332124981,0.100326926,0.285931228
45,1/2/2016 20:00,0.518493365,0.563565314,0.468687121,0.680154,0.611330833,0.196481158,0.546995941,0.264323032,0.446554398,0.502721547,0.282791413,0.144261719,0.195314842
46,1/2/2016 21:00,0.503869296,0.56299507,0.466805692,0.66055882,0.573138184,0.191840906,0.4304186,0.271711083,0.27985248,0.410910721,0.288894827,0.029967557,0.025236525
47,1/2/2016 22:00,0.517086081,0.493742051,0.431886283,0.601137734,0.417024129,0.165680133,0.127881892,0.167463624,0.017850787,0.121770892,0.062047851,0,0
48,1/2/2016 23:00,0.434791315,0.396971501,0.191122187,0.435509141,0.069147008,0.058903716,0,0.005496012,0,0,0,0,0
49,1/3/2016 0:00,0.119217557,0.255973758,0.004526283,0.060514404,0.001779912,0.000866817,0,0,0,0,0,0,0
50,1/3/2016 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1/3/2016 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1/3/2016 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0
53,1/3/2016 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1/3/2016 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1/3/2016 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0
56,1/3/2016 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0
57,1/3/2016 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0
58,1/3/2016 9:00,0,0,0,0,0,0,0,0,0,0,0,0,0
59,1/3/2016 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1/3/2016 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0
61,1/3/2016 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0
62,1/3/2016 13:00,0,0,0,0,0,0,0,0,0.186593692,0.154275625,0.159764048,0.044734394,0.316302919
63,1/3/2016 14:00,0,0,0,0,0.071368553,0.286020737,0.128887602,0.236909972,0.33105064,0.350376275,0.215744636,0.072911522,0.364422522
64,1/3/2016 15:00,0,0.023274243,0.100690859,0.447082281,0.422506048,0.489816986,0.195885591,0.344013431,0.336246139,0.414156793,0.328378856,0.087930115,0.368657528
65,1/3/2016 16:00,0.026400046,0.402475326,0.348087757,0.651045539,0.535118146,0.566744534,0.204619406,0.396449399,0.34258628,0.466203352,0.239030127,0.143025823,0.386902274
66,1/3/2016 17:00,0.238369658,0.49672415,0.398648656,0.691977281,0.545485949,0.582324604,0.216927423,0.422049981,0.338112819,0.477768224,0.259510487,0.12581141,0.31027027
67,1/3/2016 18:00,0.253429831,0.551871371,0.4040877,0.701339859,0.556118191,0.607605859,0.228230281,0.578689042,0.305176808,0.473380846,0.265849548,0.108829843,0.249081648
68,1/3/2016 19:00,0.206529639,0.555932217,0.396966187,0.6505485,0.541418409,0.606894193,0.232396964,0.579106642,0.26883954,0.44243763,0.224147859,0.08411467,0.240774806
69,1/3/2016 20:00,0.199600924,0.544614324,0.356036599,0.560371586,0.539270353,0.588708165,0.256982377,0.614282715,0.237181977,0.414442409,0.137262508,0.052255603,0.179735318
70,1/3/2016 21:00,0.180664437,0.516274818,0.328903245,0.553075109,0.545701662,0.567087592,0.202250824,0.597653528,0.138018142,0.391331679,0.073186722,0.008376323,0.031693751
71,1/3/2016 22:00,0.160030247,0.47155002,0.264843507,0.41772515,0.393034267,0.508876285,0.050725151,0.422950858,0.007164275,0.139440382,0.008868346,0,0
72,1/3/2016 23:00,0.110493398,0.374520654,0.083343604,0.26232876,0.067365384,0.179206606,0,0.045875288,0,0,0,0,0
73,1/4/2016 0:00,0.017846418,0.250394996,0.002069992,0.023743662,0.001730996,0.001050237,0,0,0,0,0,0,0
74,1/4/2016 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1/4/2016 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0
76,1/4/2016 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0
77,1/4/2016 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1/4/2016 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0
79,1/4/2016 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0
80,1/4/2016 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0
81,1/4/2016 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0
82,1/4/2016 9:00,0,0,0,0,0,0,0,0,0,0,0,0,0
83,1/4/2016 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0
84,1/4/2016 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1/4/2016 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0
86,1/4/2016 13:00,0,0,0,0,0,0,0,0,0.178169534,0.18605446,0.302446054,0.174744849,0.286034736
87,1/4/2016 14:00,0,0,0,0,0.059194176,0.386756153,0.253329125,0.452993441,0.395665592,0.434988219,0.456831149,0.312449141,0.346833374
88,1/4/2016 15:00,0,0.017485836,0.071687039,0.214274876,0.320930743,0.648813337,0.42482095,0.585342403,0.430332097,0.473192928,0.559109414,0.360091375,0.362348852
89,1/4/2016 16:00,0.028440808,0.265836906,0.255972407,0.31931423,0.378568921,0.69595461,0.389405353,0.659393049,0.423251127,0.507800362,0.585501698,0.399313233,0.383760401
90,1/4/2016 17:00,0.206178632,0.333829079,0.307262727,0.394160896,0.405957912,0.692537455,0.446523837,0.711224625,0.468447476,0.542292452,0.597826466,0.412253884,0.38938276
91,1/4/2016 18:00,0.241093248,0.397978081,0.321144392,0.304612281,0.418395202,0.688631247,0.447981822,0.709007278,0.424060925,0.518308609,0.666133563,0.366436884,0.358055812
92,1/4/2016 19:00,0.210974834,0.463433019,0.314480614,0.244419064,0.48194761,0.675425491,0.439692458,0.701730389,0.445112892,0.50659784,0.664808663,0.403808173,0.35674746
93,1/4/2016 20:00,0.20794027,0.483909693,0.312337226,0.276943018,0.50772923,0.657011376,0.461679604,0.680955625,0.415089034,0.533617474,0.629862284,0.339845653,0.251957949
94,1/4/2016 21:00,0.190038187,0.469284077,0.276304533,0.220383346,0.497917778,0.622058718,0.404374589,0.62619841,0.2482049,0.490740487,0.524694253,0.096586594,0.031635605
95,1/4/2016 22:00,0.182939412,0.442615555,0.216689907,0.167537732,0.350237251,0.517195981,0.100014884,0.442341628,0.006854645,0.189567991,0.195213438,0,0
96,1/4/2016 23:00,0.128084472,0.390901194,0.063866231,0.072264943,0.059396032,0.185052609,0,0.049527512,0,0,0,0,0
97,1/5/2016 0:00,0.020465491,0.258336113,0.0006257,0,0.001549522,0.00082712,0,0,0,0,0,0,0
98,1/5/2016 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0
99,1/5/2016 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1/5/2016 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0
101,1/5/2016 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0
102,1/5/2016 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1/5/2016 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1/5/2016 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1/5/2016 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1/5/2016 9:00,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1/5/2016 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0
108,1/5/2016 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0
109,1/5/2016 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0
110,1/5/2016 13:00,0,0,0,0,0,0,0,0,0.295779123,0.247218498,0.250082148,0.32066607,0.50443388
111,1/5/2016 14:00,0,0,0,0,0.061352227,0.276138541,0.276673885,0.538091247,0.641723293,0.633467112,0.326847768,0.569206938,0.641292128
112,1/5/2016 15:00,0,0.017019117,0.083100331,0.289528467,0.338344563,0.430763203,0.413098445,0.655621333,0.684308821,0.70066616,0.342787539,0.577096839,0.624948104
113,1/5/2016 16:00,0.036284817,0.202836892,0.250955307,0.438903956,0.41636413,0.499422422,0.437522023,0.709519875,0.670790641,0.7034893,0.425320623,0.610018563,0.649702
114,1/5/2016 17:00,0.139569449,0.268471741,0.295460402,0.389821814,0.442828903,0.47203099,0.475724247,0.707995007,0.658984362,0.697251534,0.38357063,0.59373087,0.639627161
115,1/5/2016 18:00,0.166190504,0.31358815,0.314255533,0.300441926,0.459641519,0.443319792,0.470958493,0.660068736,0.64483123,0.688668425,0.371007839,0.587404708,0.62385175
116,1/5/2016 19:00,0.201649621,0.366337226,0.333377369,0.304619164,0.476642326,0.411161301,0.461603371,0.638184722,0.628636384,0.673126596,0.309731848,0.571783516,0.585384047
117,1/5/2016 20:00,0.21886054,0.394978412,0.325460021,0.367479844,0.471462022,0.395436768,0.437883307,0.583531521,0.579140183,0.633042436,0.259875521,0.519983589,0.450198753
118,1/5/2016 21:00,0.193334399,0.424713462,0.355944359,0.300991571,0.43280478,0.33418634,0.340729513,0.553413698,0.385442111,0.529885529,0.16106594,0.217122673,0.07867104
119,1/5/2016 22:00,0.17732089,0.42264271,0.315452106,0.269021446,0.277149573,0.295633851,0.09424166,0.365964097,0.028023321,0.202456519,0.037605352,0,0
120,1/5/2016 23:00,0.165851663,0.383633284,0.126174297,0.141763269,0.042198419,0.079643715,0,0.021471224,0,0,0,0,0
121,1/6/2016 0:00,0.036632316,0.254887614,0.001908242,0.004742615,0,0.000794529,0,0,0,0,0,0,0
122,1/6/2016 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0
123,1/6/2016 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0
124,1/6/2016 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0
125,1/6/2016 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0
126,1/6/2016 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0
127,1/6/2016 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1/6/2016 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0
129,1/6/2016 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0
130,1/6/2016 9:00,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1/6/2016 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0
132,1/6/2016 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0
133,1/6/2016 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0
134,1/6/2016 13:00,0,0,0,0,0,0,0,0,0.283100296,0.222222239,0.150774042,0.317877818,0.43067974
135,1/6/2016 14:00,0,0,0,0,0.033514913,0.183094761,0.213817578,0.416538222,0.609437036,0.557613801,0.236300798,0.606626432,0.551990846
136,1/6/2016 15:00,0,0.025423984,0.077584905,0.265726706,0.190296769,0.212419817,0.287720343,0.514679967,0.645188303,0.609407212,0.233639164,0.626365177,0.569411615
137,1/6/2016 16:00,0.044337039,0.266346684,0.278829652,0.435117437,0.217749703,0.186940158,0.307562557,0.461907806,0.624846597,0.634935985,0.388858089,0.610411901,0.565240708
138,1/6/2016 17:00,0.226692536,0.325374216,0.329554467,0.420782552,0.210637826,0.221532384,0.319277308,0.437135211,0.593852133,0.614943673,0.418885581,0.598381094,0.536730357
139,1/6/2016 18:00,0.237507098,0.40473875,0.335367113,0.492318391,0.210860912,0.193882083,0.308325545,0.460511539,0.58654859,0.603764256,0.382729883,0.57206725,0.568495219
140,1/6/2016 19:00,0.243601132,0.471745469,0.304644964,0.421788006,0.173661173,0.169880141,0.283910908,0.453913313,0.570485331,0.556107807,0.407036944,0.551539135,0.542526148
141,1/6/2016 20:00,0.26218433,0.482286088,0.291664511,0.371330121,0.172280291,0.139832194,0.237775095,0.415990324,0.520820212,0.477704149,0.374272097,0.48991024,0.412696203
142,1/6/2016 21:00,0.256726372,0.479914604,0.261272006,0.32861466,0.23210013,0.14520562,0.155056887,0.358764269,0.327600819,0.421149747,0.300455906,0.203214262,0.075309981
143,1/6/2016 22:00,0.266016834,0.409751677,0.214722775,0.363489762,0.195859361,0.208844309,0.019427081,0.274699049,0.016507523,0.165435344,0.087301264,0,0
144,1/6/2016 23:00,0.212592292,0.329339135,0.075655215,0.236245318,0.036773607,0.078222157,0,0.02050826,0,0.000579274,0,0,0
145,1/7/2016 0:00,0.044250258,0.214955342,0.004336534,0.016875814,0,0,0,0,0,0,0,0,0
146,1/7/2016 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0
147,1/7/2016 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0
148,1/7/2016 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0
149,1/7/2016 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0
150,1/7/2016 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0
151,1/7/2016 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0
152,1/7/2016 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0
153,1/7/2016 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0
154,1/7/2016 9:00,0,0,0,0,0,0,0,0,0,0,0,0,0
155,1/7/2016 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0
156,1/7/2016 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0
157,1/7/2016 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0
158,1/7/2016 13:00,0,0,0,0,0,0,0,0,0.243710177,0.160019102,0.381676897,0.27528831,0.403192164
159,1/7/2016 14:00,0,0,0,0,0.027064418,0.27624631,0.118336397,0.073912731,0.545633922,0.348899923,0.327011466,0.525947708,0.521268365
160,1/7/2016 15:00,0,0.019241827,0.048381324,0.291881688,0.154532252,0.457450257,0.165106539,0.168956456,0.552021972,0.386412561,0.45296628,0.552611776,0.499683211
161,1/7/2016 16:00,0.067306585,0.362183846,0.184611633,0.374306425,0.170168684,0.471073012,0.193810973,0.230366535,0.570672684,0.437296245,0.512856562,0.522348018,0.464968234
162,1/7/2016 17:00,0.26010503,0.457681492,0.230761557,0.354891503,0.115280993,0.502748256,0.212544559,0.233589289,0.550998548,0.427214575,0.509968145,0.495968529,0.445674125
163,1/7/2016 18:00,0.245995696,0.497357326,0.245224635,0.405465822,0.112131622,0.515541163,0.207081591,0.236896612,0.561427266,0.400943442,0.569611734,0.461367253,0.408522823
164,1/7/2016 19:00,0.223886597,0.528904686,0.260509574,0.367205947,0.129106299,0.571383734,0.207271503,0.16075477,0.563447611,0.376192746,0.608925013,0.489482203,0.405682414
165,1/7/2016 20:00,0.223326575,0.54939557,0.264618764,0.421456205,0.1625395,0.583484693,0.178952119,0.26778391,0.528933125,0.349737059,0.516061818,0.436231424,0.344872835
166,1/7/2016 21:00,0.222582509,0.550205484,0.232726009,0.31048696,0.147870261,0.571979663,0.123223254,0.464189894,0.338262479,0.260597222,0.427915375,0.153855853,0.062797317
167,1/7/2016 22:00,0.233617002,0.572458328,0.169334646,0.180090744,0.10014999,0.492477664,0.01606728,0.356619955,0.026618618,0.054643664,0.118148745,0,0
168,1/7/2016 23:00,0.200709344,0.502504111,0.055194167,0.091997825,0.019942978,0.184194251,9.21E-05,0.037669912,0,0,0,0,0
169,1/8/2016 0:00,0.057576611,0.339359014,0.001299067,0,0,0,0,0,0,0,0,0,0
170,1/8/2016 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0
171,1/8/2016 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0
172,1/8/2016 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0
173,1/8/2016 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0
174,1/8/2016 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0
175,1/8/2016 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0
176,1/8/2016 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0
177,1/8/2016 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0
178,1/8/2016 9:00,0,0,0,0,0,0,0,0,0,0,0,0,0
179,1/8/2016 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0
180,1/8/2016 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0
181,1/8/2016 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0
182,1/8/2016 13:00,0,0,0,0,0,0,0,0,0.056723423,0.082240727,0.094109689,0.193169637,0.307233342
183,1/8/2016 14:00,0,0,0,0,0.03996186,0.170960038,0.063415142,0.30617278,0.121053166,0.301839852,0.167228405,0.354353023,0.253469268
184,1/8/2016 15:00,0,0.028338681,0.051466187,0.13077976,0.098714872,0.291840428,0.093013337,0.270426481,0.14557995,0.257918962,0.179815011,0.420471831,0.191784564
185,1/8/2016 16:00,0.098044658,0.417885058,0.210504358,0.214854895,0.128628822,0.311234599,0.109268124,0.217902754,0.158067131,0.15656923,0.216167441,0.425065112,0.236751106
186,1/8/2016 17:00,0.405740516,0.546197557,0.236474478,0.315862928,0.172572682,0.347780163,0.140084666,0.288712783,0.160321571,0.190872521,0.257341794,0.406712727,0.196263532
187,1/8/2016 18:00,0.42029988,0.571732572,0.259833018,0.364331039,0.190878954,0.35137,0.136133746,0.323387063,0.135336341,0.20102546,0.237313661,0.329070005,0.223094731
188,1/8/2016 19:00,0.38751114,0.6017269,0.290610879,0.331370574,0.158456439,0.354044465,0.119018446,0.395347888,0.103806234,0.204313323,0.199614243,0.274136117,0.192561236
189,1/8/2016 20:00,0.390671433,0.616579484,0.275542126,0.326218848,0.188170896,0.345358992,0.108540169,0.438569316,0.115941354,0.286070419,0.217757755,0.192400517,0.106515196
190,1/8/2016 21:00,0.372305065,0.60745627,0.25667867,0.385388295,0.165194457,0.323318505,0.072092769,0.386102411,0.100158421,0.390478809,0.161644426,0.033527522,0.007910756
191,1/8/2016 22:00,0.377547943,0.582044256,0.229256664,0.377248617,0.084204305,0.29104478,0.010398672,0.22379538,0.010006843,0.133257898,0.04431433,0,0
192,1/8/2016 23:00,0.317970037,0.4866,0.106528607,0.251124412,3.36E-06,0.11059331,0,0.004980628,0,0.000612888,0,0,0
193,1/9/2016 0:00,0.093112931,0.318190926,0.013779139,0.030297874,0,0,0,0,0,0,0,0,0
194,1/9/2016 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0
195,1/9/2016 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0
196,1/9/2016 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0
197,1/9/2016 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0
198,1/9/2016 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0
199,1/9/2016 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0
200,1/9/2016 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0
201,1/9/2016 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0
202,1/9/2016 9:00,0,0,0,0,0,0,0,0,0,0,0,0,0
203,1/9/2016 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0
204,1/9/2016 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0
205,1/9/2016 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0
206,1/9/2016 13:00,0,0,0,0,0,0,0,0,0.150018999,0.072141407,0.370251784,0.094957633,0.106271106
207,1/9/2016 14:00,0,0,0,0,0.033202318,0.28764383,0.176071357,0.242291222,0.260031046,0.156210636,0.440013457,0.121116332,0.098427361
208,1/9/2016 15:00,0,0.03070994,0.07612961,0.357492766,0.297340419,0.438310591,0.213814952,0.291011849,0.234054556,0.156896134,0.388077455,0.124250772,0.130954768
209,1/9/2016 16:00,0.068428643,0.353308138,0.269617102,0.581407992,0.346124287,0.460147782,0.180556363,0.349265151,0.229162842,0.160229723,0.499218845,0.107303095,0.16264031
210,1/9/2016 17:00,0.26681868,0.439643859,0.303004626,0.574043805,0.374095053,0.474294551,0.186905165,0.322769049,0.212261385,0.174345654,0.496939969,0.131552143,0.126880562
211,1/9/2016 18:00,0.207708441,0.454039779,0.321923338,0.631729043,0.395725717,0.4819081,0.200326066,0.333028072,0.201110882,0.178915403,0.465180848,0.073912521,0.12832026
212,1/9/2016 19:00,0.158375226,0.460753135,0.358590396,0.602664008,0.410572068,0.452351061,0.200722877,0.346807234,0.21056718,0.145596359,0.398443688,0.062016652,0.141593226
213,1/9/2016 20:00,0.168649681,0.442853289,0.400716376,0.625614902,0.452391345,0.462625272,0.190547234,0.283415389,0.17973063,0.133334825,0.289605481,0.08101531,0.087395006
214,1/9/2016 21:00,0.227245902,0.406977119,0.408164086,0.622174906,0.472424029,0.387800187,0.170598502,0.283770005,0.082525708,0.148349312,0.227301734,0.028598981,0.009955567
215,1/9/2016 22:00,0.237141264,0.395851166,0.388094608,0.605647336,0.408531423,0.329613651,0.078096403,0.240860992,0.002535659,0.069254669,0.076967667,0,0
216,1/9/2016 23:00,0.222186282,0.343342105,0.211883198,0.450313699,0.079854045,0.152697282,0.000430978,0.026295099,0,0.000500476,0,0,0
217,1/10/2016 0:00,0.071235543,0.198699277,0.015792284,0.068996847,0.00317369,0.002313691,0,0,0,0,0,0,0
218,1/10/2016 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0
219,1/10/2016 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0
220,1/10/2016 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0
221,1/10/2016 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0
222,1/10/2016 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0
223,1/10/2016 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0
224,1/10/2016 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0
225,1/10/2016 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0
226,1/10/2016 9:00,0,0,0,0,0,0,0,0,0,0,0,0,0
227,1/10/2016 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0
228,1/10/2016 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0
229,1/10/2016 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0
230,1/10/2016 13:00,0,0,0,0,0,0,0,0,0.066117777,0.123971473,0.27730056,0.019546639,0.02524538
231,1/10/2016 14:00,0,0,0,0,0.089193734,0.368470316,0.228551045,0.376298944,0.119328506,0.21681299,0.336628678,0.039555539,0.037895033
232,1/10/2016 15:00,0,0.014151393,0.096788135,0.319831564,0.461041996,0.657912577,0.422937283,0.51022958,0.133820678,0.259825623,0.320342172,0.041743138,0.065732249
233,1/10/2016 16:00,0.147007533,0.313500693,0.363598114,0.396404668,0.533017596,0.711925789,0.474967845,0.564405002,0.169004617,0.31418819,0.260678378,0.040042164,0.056163972
