Hour ending,Hour_UTC,R1_NW_MWh_PER_MW_INST,R2_CA_MWh_PER_MW_INST,R3_MN_MWh_PER_MW_INST,R4_SW_MWh_PER_MW_INST,R5_CE_MWh_PER_MW_INST,R6_TX_MWh_PER_MW_INST,R7_MW_MWh_PER_MW_INST,R8_AL_year16,R9_MA_MWh_PER_MW_INST,R10_SE_year16,R11_FL_year16,R12_NY_MWh_PER_MW_INST,R13_NE_MWh_PER_MW_INST
752,2/1/2016 7:00,0.174634114,0.412002202,0.114185732,0.67874131,0.277569456,0.360708981,0.275874503,0,0.387010304,0,0,0.776568906,0.413842717
753,2/1/2016 8:00,0.219179003,0.4156726,0.154884844,0.605561654,0.259741537,0.352910687,0.252231738,0,0.368106553,0,0,0.790935194,0.444016483
754,2/1/2016 9:00,0.210340598,0.426316755,0.194671079,0.623124771,0.275510358,0.356491076,0.228222514,0,0.326138553,0,0,0.788701409,0.466903982
755,2/1/2016 10:00,0.178885286,0.432923472,0.260702535,0.542810099,0.297304825,0.411809858,0.186392705,0,0.258286097,0,0,0.792030222,0.489199682
756,2/1/2016 11:00,0.210475022,0.41695724,0.328711892,0.533845591,0.313019155,0.424029132,0.166598078,0,0.207592215,0,0,0.786117261,0.48100983
757,2/1/2016 12:00,0.338598289,0.412369242,0.363420247,0.492499085,0.389934298,0.453954651,0.151455055,0,0.188088124,0,0,0.7163881,0.509597855
758,2/1/2016 13:00,0.32703779,0.421912277,0.434225291,0.371569704,0.452391525,0.455730445,0.120169577,0,0.135020803,0,0,0.6428922,0.574426571
759,2/1/2016 14:00,0.365130308,0.490732244,0.484985071,0.329308452,0.463039811,0.440487859,0.107728938,0,0.07363248,0,0,0.588054925,0.56800417
760,2/1/2016 15:00,0.408246938,0.516792072,0.515908788,0.508232711,0.4305004,0.401243353,0.086731728,0,0.079021584,0,0,0.537991853,0.582802105
761,2/1/2016 16:00,0.408330953,0.524683428,0.546965634,0.48079034,0.47487777,0.375083136,0.063958403,0,0.049200011,0,0,0.487665983,0.520827127
762,2/1/2016 17:00,0.39917329,0.650394568,0.536733801,0.489023052,0.473099316,0.47014419,0.042545089,0,0.046491498,0,0,0.459809366,0.529416145
763,2/1/2016 18:00,0.449784081,0.620480822,0.556132443,0.445115258,0.481477596,0.566748864,0.027341969,0,0.031510904,0,0,0.426872017,0.522216265
764,2/1/2016 19:00,0.561524373,0.571664526,0.558243472,0.469813392,0.511445699,0.59985129,0.022925526,0,0.018359255,0,0,0.380444287,0.51679575
765,2/1/2016 20:00,0.643002369,0.639199853,0.580209581,0.593121112,0.544906818,0.665385003,0.023907974,0,0.039105911,0,0,0.315883528,0.521727733
766,2/1/2016 21:00,0.648967452,0.651862727,0.608242521,0.603183315,0.564894552,0.750750381,0.024912631,0,0.02890012,0,0,0.151109009,0.545334128
767,2/1/2016 22:00,0.692554568,0.578454762,0.640763774,0.565129894,0.558179763,0.759139138,0.024020982,0,0.042344959,0,0,0.1041119,0.609091451
768,2/1/2016 23:00,0.651387092,0.528353826,0.652783325,0.635748262,0.514334903,0.718252623,0.033526034,0,0.044369363,0,0,0.112828077,0.595831596
769,2/2/2016 0:00,0.527229345,0.482473848,0.635590803,0.730150018,0.480080575,0.711121334,0.065981435,0,0.042009885,0,0,0.158992957,0.550229371
770,2/2/2016 1:00,0.412817368,0.481372729,0.651414009,0.880168313,0.507277715,0.778420322,0.120285197,0,0.043112836,0,0,0.225787501,0.510479595
771,2/2/2016 2:00,0.39559424,0.462103138,0.681424849,0.850164654,0.545295018,0.757191228,0.150814243,0,0.073855862,0,0,0.19972669,0.470401152
772,2/2/2016 3:00,0.339505654,0.422646357,0.692626614,0.864068789,0.549194467,0.763197335,0.167205576,0,0.092424539,0,0,0.190309734,0.439788502
773,2/2/2016 4:00,0.309478601,0.33345568,0.679846332,0.875411636,0.546567102,0.772068185,0.159892741,0,0.068508642,0,0,0.175768264,0.397231655
774,2/2/2016 5:00,0.287382589,0.279317306,0.65548392,0.819429199,0.532640343,0.718299136,0.151886182,0,0.086239634,0,0,0.137399716,0.34347036
775,2/2/2016 6:00,0.263068573,0.294365939,0.629752192,0.819795097,0.539371088,0.635266419,0.168939231,0,0.146120124,0,0,0.084358247,0.345100784
776,2/2/2016 7:00,0.257674794,0.287392182,0.589756756,0.78723015,0.587307574,0.626164982,0.215617917,0,0.161365984,0,0,0.062589772,0.296628935
777,2/2/2016 8:00,0.23386487,0.310332171,0.564614595,0.779546286,0.629578978,0.587396365,0.293809402,0,0.188632619,0,0,0.049055661,0.27372952
778,2/2/2016 9:00,0.170298926,0.356212149,0.567029916,0.70856202,0.662368831,0.582079022,0.350265535,0,0.245120487,0,0,0.032893567,0.23011121
779,2/2/2016 10:00,0.114529599,0.326298403,0.557254522,0.662458836,0.722411669,0.614806707,0.3812342,0,0.345893949,0,0,0.023958425,0.207570251
780,2/2/2016 11:00,0.088232823,0.241695724,0.555485822,0.646542261,0.729011636,0.653192312,0.447494562,0,0.391561723,0,0,0.023257647,0.215063052
781,2/2/2016 12:00,0.059718045,0.183336392,0.550274814,0.673984632,0.736556389,0.649493452,0.526658697,0,0.466394885,0,0,0.030134185,0.21809155
782,2/2/2016 13:00,0.028733218,0.139475133,0.515699587,0.700512258,0.744843566,0.704389781,0.569262576,0,0.498841203,0,0,0.038499947,0.252129878
783,2/2/2016 14:00,0.015862081,0.186089191,0.53719024,0.652396634,0.737928338,0.732689504,0.609669665,0,0.546854494,0,0,0.039069326,0.261999801
784,2/2/2016 15:00,0.012535076,0.239126445,0.507293509,0.692828394,0.747197055,0.717136671,0.625407775,0,0.569695362,0,0,0.034032377,0.278984212
785,2/2/2016 16:00,0.015492413,0.218021655,0.499191723,0.650201244,0.751673177,0.786091125,0.644508678,0,0.575503309,0,0,0.050413487,0.266019263
786,2/2/2016 17:00,0.012283031,0.237474766,0.484186303,0.6701427,0.751400867,0.748553483,0.669031988,0,0.561192863,0,0,0.043230316,0.259570053
787,2/2/2016 18:00,0.009712164,0.20866214,0.490462334,0.601719722,0.772711045,0.70099901,0.692662996,0,0.570379471,0,0,0.023257647,0.256993347
788,2/2/2016 19:00,0.010921983,0.230868049,0.478176528,0.518477863,0.770657361,0.629028347,0.709847995,0,0.56532544,0,0,0.013315095,0.241836958
789,2/2/2016 20:00,0.007729404,0.266654432,0.468648371,0.457921698,0.767756547,0.589683112,0.718744897,0,0.54799933,0,0,0.037054557,0.197730116
790,2/2/2016 21:00,0.006889251,0.26995779,0.486601624,0.432857666,0.755856048,0.552624746,0.708666314,0,0.547692179,0,0,0.067977137,0.165493
791,2/2/2016 22:00,0.003696671,0.334923839,0.488997927,0.411818514,0.770639483,0.515540725,0.698532207,0,0.524907157,0,0,0.099644329,0.140582862
792,2/2/2016 23:00,0.000672122,0.308496972,0.486962971,0.418770582,0.776552799,0.453000866,0.673430141,0,0.473780471,0,0,0.188032167,0.121745606
793,2/3/2016 0:00,0.000621713,0.198017985,0.484091212,0.373582144,0.759521581,0.395402439,0.635157786,0,0.433348226,0,0,0.321270892,0.093422699
794,2/3/2016 1:00,0.001562684,0.144246651,0.472661227,0.389132821,0.760098895,0.395119915,0.621400903,0,0.434130065,0,0,0.379042731,0.061789296
795,2/3/2016 2:00,0.001411456,0.130849697,0.444019703,0.352542993,0.775377302,0.401617405,0.599369639,0,0.462681149,0,0,0.48661479,0.073677887
796,2/3/2016 3:00,0.002016366,0.110478987,0.400258649,0.30845225,0.755226808,0.486479712,0.592346835,0,0.457948231,0,0,0.56597987,0.097768841
797,2/3/2016 4:00,0.002688488,0.091209396,0.357676727,0.307537505,0.740600648,0.478845861,0.594137974,0,0.457948231,0,0,0.552226795,0.145454275
798,2/3/2016 5:00,0.00737654,0.056340613,0.33061372,0.392060007,0.749633098,0.501269606,0.592084893,0,0.469082456,0,0,0.608597025,0.182775295
799,2/3/2016 6:00,0.005679431,0.038906221,0.34187254,0.386022686,0.731926055,0.476215691,0.604894602,0,0.480216681,0,0,0.63154804,0.180730811
800,2/3/2016 7:00,0.007225312,0.028445586,0.352770012,0.349615807,0.716773867,0.463317693,0.615724392,0,0.491350906,0,0,0.658791496,0.190947274
801,2/3/2016 8:00,0.002520458,0.012112314,0.360928853,0.279546286,0.69121721,0.437675113,0.598525675,0,0.502485131,0,0,0.693612267,0.213825837
802,2/3/2016 9:00,0.004032732,0.008441916,0.396949468,0.247347237,0.666978295,0.407795447,0.604087872,0,0.513619356,0,0,0.598304058,0.263255883
803,2/3/2016 10:00,0.005108128,0.011194715,0.405336528,0.215514087,0.651275931,0.444934942,0.618718115,0,0.524753581,0,0,0.522355356,0.346524675
804,2/3/2016 11:00,0.004654445,0.017067352,0.453795097,0.052689352,0.629162642,0.474046904,0.631910613,0,0.535887806,0,0,0.488717176,0.415969616
805,2/3/2016 12:00,0.00534337,0.023490549,0.463285217,0.024881083,0.60444236,0.462081893,0.64893296,0,0.547022031,0,0,0.512588037,0.477636779
806,2/3/2016 13:00,0.010283467,0.022022389,0.448527034,0.062934504,0.587673764,0.44447158,0.656844147,0,0.558156256,0,0,0.520340587,0.448375534
807,2/3/2016 14:00,0.022919362,0.030280785,0.441680455,0.045188438,0.532451443,0.408372724,0.644014841,0,0.569290481,0,0,0.569264848,0.448897825
808,2/3/2016 15:00,0.020953405,0.029546706,0.468800517,0.083241859,0.470751384,0.342698274,0.630962786,0,0.567084578,0,0,0.669046883,0.420726839
809,2/3/2016 16:00,0.017155916,0.027895027,0.517373196,0.09147457,0.437722983,0.284446718,0.63380888,0,0.596640885,0,0,0.562913907,0.418632708
810,2/3/2016 17:00,0.016416581,0.026243347,0.553051482,0.078302232,0.39255568,0.212161672,0.656040683,0,0.601136459,0,0,0.594230684,0.43210704
811,2/3/2016 18:00,0.020029237,0.029363186,0.52703448,0.109952433,0.369604805,0.172168343,0.658157126,0,0.601136459,0,0,0.636716441,0.46120147
812,2/3/2016 19:00,0.024801304,0.030097266,0.492516308,0.228503476,0.372829454,0.159247059,0.657069509,0,0.607111943,0,0,0.633081047,0.47893655
813,2/3/2016 20:00,0.023961151,0.033951184,0.513265248,0.262532016,0.394002704,0.163893171,0.659534121,0,0.575838383,0,0,0.606275623,0.532722669
814,2/3/2016 21:00,0.021591921,0.027160947,0.544683441,0.277533846,0.390262095,0.174921434,0.657925232,0,0.560662329,0,0,0.496425943,0.56136332
815,2/3/2016 22:00,0.025271789,0.024958708,0.579163576,0.329125503,0.35778615,0.171220507,0.629197776,0,0.557088208,0,0,0.588317723,0.524982623
816,2/3/2016 23:00,0.025036547,0.028445586,0.613358437,0.402488108,0.311627832,0.138288757,0.577879245,0,0.535196716,0,0,0.657652686,0.451897528
817,2/4/2016 0:00,0.038714231,0.02147183,0.581788098,0.394621295,0.274913884,0.097914364,0.547196692,0,0.526582526,0,0,0.672719804,0.431210406
818,2/4/2016 1:00,0.064086838,0.039823821,0.585800955,0.39571899,0.297154103,0.100999324,0.52913572,0,0.490548125,0,0,0.667551403,0.450615629
819,2/4/2016 2:00,0.101994522,0.030097266,0.609098344,0.418404683,0.295566829,0.125939625,0.548582179,0,0.490548125,0,0,0.60408562,0.458900804
820,2/4/2016 3:00,0.09438274,0.036336943,0.63275708,0.38510794,0.296505988,0.15332803,0.520999824,0,0.490548125,0,0,0.564271681,0.498272267
821,2/4/2016 4:00,0.106262497,0.04110846,0.650139784,0.444383461,0.287884033,0.161513218,0.472651499,0,0.490548125,0,0,0.607283034,0.524161454
822,2/4/2016 5:00,0.207853746,0.045512938,0.659744014,0.499085254,0.23808376,0.182800437,0.444687008,0,0.428908497,0,0,0.650294334,0.537201867
823,2/4/2016 6:00,0.334162284,0.043310699,0.656644035,0.617636297,0.218489354,0.180118329,0.43345418,0,0.437173652,0,0,0.585996373,0.534448416
824,2/4/2016 7:00,0.4482382,0.044595339,0.674673361,0.611598975,0.231646908,0.148759075,0.388748881,0,0.408245609,0,0,0.517844003,0.555438387
825,2/4/2016 8:00,0.428612236,0.04092494,0.706586029,0.559824369,0.25968085,0.156056636,0.347808109,0,0.384776478,0,0,0.545832019,0.561069407
826,2/4/2016 9:00,0.398383546,0.046981097,0.746296191,0.419685327,0.283484126,0.159396278,0.301083698,0,0.375031413,0,0,0.555643173,0.548688313
827,2/4/2016 10:00,0.440273554,0.042760139,0.74916795,0.238931577,0.293855402,0.154675063,0.274140848,0,0.306955575,0,0,0.587003732,0.532175554
828,2/4/2016 11:00,0.489943374,0.052119655,0.770962895,0.256311745,0.319511424,0.162225657,0.277877939,0,0.253455449,0,0,0.609297803,0.502658127
829,2/4/2016 12:00,0.529497757,0.072857405,0.76396417,0.261068423,0.341473279,0.153348859,0.291611306,0,0.264820037,0,0,0.609210186,0.445931884
830,2/4/2016 13:00,0.490044192,0.076894843,0.728380974,0.250274424,0.340867046,0.151872686,0.294009289,0,0.281727306,0,0,0.509653474,0.39909443
831,2/4/2016 14:00,0.441701813,0.087171958,0.664175272,0.26600805,0.337797276,0.149179385,0.272039429,0,0.244631838,0,0,0.463050562,0.392747493
832,2/4/2016 15:00,0.448507049,0.086437879,0.618341226,0.316502012,0.269413697,0.109385317,0.25619811,0,0.209379276,0,0,0.405629139,0.389862973
833,2/4/2016 16:00,0.437198595,0.071205726,0.607006333,0.347786315,0.238738927,0.145702855,0.220782953,0,0.192025242,0,0,0.401511984,0.397363718
834,2/4/2016 17:00,0.421000454,0.06313085,0.604571994,0.333150384,0.283674237,0.179011384,0.195899064,0,0.173665987,0,0,0.431558551,0.412950055
835,2/4/2016 18:00,0.369028616,0.080381721,0.555333676,0.272960117,0.327249494,0.183050789,0.18515354,0,0.137254628,0,0,0.470540313,0.412651177
836,2/4/2016 19:00,0.36437417,0.073958524,0.513873833,0.236004391,0.304707903,0.166195938,0.205944332,0,0.143341803,0,0,0.354821455,0.423121835
837,2/4/2016 20:00,0.326365668,0.060928611,0.494836538,0.278997439,0.251449077,0.131928604,0.225726548,0,0.116996621,0,0,0.223071954,0.421197498
838,2/4/2016 21:00,0.317964142,0.04129198,0.480553812,0.227405781,0.18832188,0.097416867,0.231618622,0,0.107893782,0,0,0.12150042,0.377511667
839,2/4/2016 22:00,0.36541596,0.039089741,0.448679181,0.227039883,0.139515826,0.076758217,0.226034216,0,0.105855416,0,0,0.070867918,0.332844802
840,2/4/2016 23:00,0.402382673,0.051202055,0.492953729,0.210391511,0.095756797,0.063227147,0.244557017,0,0.091894005,0,0,0.059567592,0.35024228
841,2/5/2016 0:00,0.419908255,0.044228299,0.557406668,0.260885474,0.110782696,0.050552169,0.260385271,0,0.097143495,0,0,0.061713813,0.349074571
842,2/5/2016 1:00,0.459429032,0.038355662,0.576900401,0.286864252,0.162505805,0.076990145,0.256912736,0,0.104110239,0,0,0.047259907,0.336016284
843,2/5/2016 2:00,0.436744913,0.034134704,0.557558814,0.282290523,0.221400354,0.151968335,0.242405299,0,0.131460643,0,0,0.023257647,0.280911528
844,2/5/2016 3:00,0.400231882,0.039823821,0.537950971,0.341017197,0.288180846,0.215450606,0.226967019,0,0.165358948,0,0,0.02330143,0.219177837
845,2/5/2016 4:00,0.345554753,0.042943659,0.529678021,0.396084888,0.3397345,0.326322952,0.226557448,0,0.203794711,0,0,0.013183696,0.230338596
846,2/5/2016 5:00,0.259556736,0.059827491,0.499381906,0.455726308,0.395290388,0.456570826,0.237996041,0,0.222530925,0,0,0.008146747,0.249803396
847,2/5/2016 6:00,0.22494245,0.070838686,0.470949583,0.5320161,0.428038287,0.549473912,0.237118763,0,0.262725826,0,0,0.030002786,0.250564989
848,2/5/2016 7:00,0.209063566,0.059827491,0.481713927,0.610867179,0.472962627,0.631893509,0.224169916,0,0.269050345,0,0,0.034514191,0.235548605
849,2/5/2016 8:00,0.193739183,0.057671183,0.465339191,0.619831687,0.485185723,0.683922038,0.215536264,0,0.279256136,0,0,0.050413487,0.200281998
850,2/5/2016 9:00,0.143330029,0.058037349,0.512219243,0.539334065,0.496766117,0.65795054,0.200550014,0,0.287158294,0,0,0.024133659,0.182247046
851,2/5/2016 10:00,0.097709744,0.049981692,0.443658356,0.531650201,0.501115095,0.62860949,0.205774494,0,0.283235138,0,0,0.032718385,0.18787608
852,2/5/2016 11:00,0.065246249,0.047418528,0.437401343,0.722283205,0.48484019,0.668590921,0.20562164,0,0.26187418,0,0,0.021768475,0.197394499
853,2/5/2016 12:00,0.051971838,0.047418528,0.499172705,0.664288328,0.460169056,0.691489746,0.211281167,0,0.263409935,0,0,0.035565384,0.2065634
854,2/5/2016 13:00,0.065162233,0.046136946,0.615602594,0.530918405,0.459620234,0.700767883,0.230527739,0,0.242021054,0,0,0.048880479,0.227050938
855,2/5/2016 14:00,0.079747282,0.046686196,0.654152641,0.538785218,0.446171067,0.700965144,0.258251844,0,0.20012286,0,0,0.092067014,0.252523086
856,2/5/2016 15:00,0.088703309,0.039362871,0.704113653,0.566410538,0.390741611,0.594307197,0.276218751,0,0.163194929,0,0,0.106208031,0.228979247
857,2/5/2016 16:00,0.107455514,0.040095203,0.717825831,0.534760337,0.382610213,0.686020157,0.280001568,0,0.178315137,0,0,0.117383212,0.294181313
858,2/5/2016 17:00,0.11084973,0.064445258,0.736121413,0.443468716,0.413701674,0.685362442,0.274445903,0,0.174070868,0,0,0.140115263,0.389948367
859,2/5/2016 18:00,0.099541277,0.092640059,0.734752097,0.460117087,0.435698646,0.642650232,0.282287196,0,0.164381649,0,0,0.179272206,0.452335419
860,2/5/2016 19:00,0.115369751,0.094104724,0.728266864,0.663556531,0.412788799,0.560286558,0.285737522,0,0.163418312,0,0,0.226488332,0.517891967
861,2/5/2016 20:00,0.106262497,0.079274991,0.712576786,0.712038053,0.418903054,0.494517374,0.287561975,0,0.15924385,0,0,0.307342584,0.577714229
862,2/5/2016 21:00,0.112109959,0.073782497,0.695137027,0.632821076,0.437594984,0.451776094,0.268888932,0,0.157037947,0,0,0.323992747,0.647279317
863,2/5/2016 22:00,0.118327088,0.065360674,0.736749016,0.514087084,0.411069038,0.452074712,0.243080732,0,0.119719096,0,0,0.264813045,0.655108728
864,2/5/2016 23:00,0.13771781,0.062980593,0.722447272,0.527808269,0.372083871,0.492541352,0.229906524,0,0.08679809,0,0,0.258987701,0.658536392
865,2/6/2016 0:00,0.16431704,0.05400952,0.709210551,0.499451153,0.375492836,0.496061622,0.229170994,0,0.077765057,0,0,0.269368233,0.654609274
866,2/6/2016 1:00,0.249642935,0.047784694,0.674559251,0.428649835,0.38391314,0.526836183,0.229817032,0,0.087705582,0,0,0.258681121,0.612225201
867,2/6/2016 2:00,0.333238116,0.054924936,0.671991784,0.341017197,0.366700501,0.567007802,0.229099793,0,0.073855862,0,0,0.247424577,0.605606196
868,2/6/2016 3:00,0.447599684,0.064994508,0.663928035,0.362971094,0.316054451,0.521154409,0.237392463,0,0.052480943,0,0,0.212078209,0.560246252
869,2/6/2016 4:00,0.596810781,0.065177591,0.664555638,0.384376143,0.344114676,0.476270116,0.232581473,0,0.065032251,0,0,0.213304583,0.522099096
870,2/6/2016 5:00,0.803185859,0.052727938,0.693311272,0.375594585,0.34530328,0.499699764,0.221601442,0,0.084382766,0,0,0.25263676,0.474663886
871,2/6/2016 6:00,0.829247391,0.050897107,0.709952264,0.333882181,0.370555646,0.512358723,0.198127209,0,0.071580152,0,0,0.275894408,0.394496078
872,2/6/2016 7:00,0.790281115,0.040461369,0.704113653,0.333516282,0.384884281,0.510768351,0.182595518,0,0.085876637,0,0,0.297400032,0.37613246
873,2/6/2016 8:00,0.779762405,0.038447455,0.717540556,0.374130992,0.427344229,0.489254276,0.180748202,0,0.101080613,0,0,0.310715179,0.357774799
874,2/6/2016 9:00,0.807235394,0.040278286,0.687605789,0.396084888,0.440544876,0.495127497,0.188341923,0,0.111216597,0,0,0.295429044,0.324111806
875,2/6/2016 10:00,0.753314402,0.03753204,0.643996881,0.339736553,0.401198362,0.490339778,0.220590906,0,0.143858375,0,0,0.315533113,0.297328964
876,2/6/2016 11:00,0.69499101,0.042475284,0.599018657,0.253933407,0.384552922,0.48285191,0.248959742,0,0.161659174,0,0,0.278128193,0.293702711
877,2/6/2016 12:00,0.670088888,0.051812523,0.62701356,0.267105745,0.335650495,0.463729657,0.252592317,0,0.173205261,0,0,0.306072375,0.250726839
878,2/6/2016 13:00,0.679464991,0.057854266,0.64643122,0.263995609,0.311086276,0.45289747,0.264364708,0,0.158336358,0,0,0.315533113,0.216062953
879,2/6/2016 14:00,0.705896191,0.04870011,0.638747837,0.275155507,0.260413942,0.436064122,0.287554136,0,0.124926703,0,0,0.341637759,0.192484361
880,2/6/2016 15:00,0.762438459,0.040644453,0.620262072,0.282290523,0.179441078,0.293231794,0.302593297,0,0.086141904,0,0,0.373830548,0.172071294
881,2/6/2016 16:00,0.639255289,0.036067375,0.665848881,0.296011709,0.131272954,0.281757956,0.332085024,0,0.101680954,0,0,0.363909913,0.218606891
882,2/6/2016 17:00,0.505217347,0.036250458,0.70304863,0.269118185,0.139716194,0.258261266,0.37401151,0,0.140116717,0,0,0.39025544,0.240427961
883,2/6/2016 18:00,0.472636231,0.039179788,0.665221278,0.224478595,0.159640748,0.236074117,0.421429645,0,0.160653952,0,0,0.367742405,0.27787608
884,2/6/2016 19:00,0.445280863,0.040827536,0.645156996,0.245883644,0.180275458,0.212006834,0.470334516,0,0.180632731,0,0,0.345623515,0.252240095
885,2/6/2016 20:00,0.413019004,0.039362871,0.580742093,0.259421881,0.208861713,0.186044027,0.516732969,0,0.201295619,0,0,0.381977294,0.206333035
886,2/6/2016 21:00,0.286239981,0.035518125,0.583271524,0.230698866,0.241014491,0.176169268,0.528672585,0,0.169030799,0,0,0.346017713,0.213031477
887,2/6/2016 22:00,0.168349772,0.033687294,0.585154333,0.239846323,0.270756869,0.159531502,0.498666118,0,0.108759389,0,0,0.287413697,0.287180022
888,2/6/2016 23:00,0.126745417,0.044672281,0.599075712,0.318880351,0.30333339,0.141876235,0.495172026,0,0.116703432,0,0,0.306335173,0.373788104
889,2/7/2016 0:00,0.09455077,0.033321128,0.620376182,0.419319429,0.386169899,0.120116243,0.532669658,0,0.139586184,0,0,0.298626459,0.410042697
890,2/7/2016 1:00,0.063179473,0.026363969,0.656872254,0.495609221,0.54151039,0.165143612,0.543972382,0,0.154901851,0,0,0.342732734,0.439361533
891,2/7/2016 2:00,0.064238066,0.038447455,0.667864818,0.660263447,0.659701791,0.254800516,0.514358502,0,0.166322285,0,0,0.375626353,0.469220534
892,2/7/2016 3:00,0.05583654,0.042109118,0.685019304,0.682034394,0.726079623,0.359372333,0.528138901,0,0.215145338,0,0,0.404315148,0.497482872
893,2/7/2016 4:00,0.029237309,0.043024533,0.731309789,0.664837175,0.754988119,0.430454484,0.590116731,0,0.287353754,0,0,0.392489225,0.523887399
894,2/7/2016 5:00,0.051417337,0.039362871,0.770430384,0.655872667,0.746189373,0.522248243,0.663634404,0,0.34719236,0,0,0.40059219,0.53759011
895,2/7/2016 6:00,0.044023995,0.043024533,0.732850269,0.574277351,0.729311369,0.599221028,0.663386832,0,0.353391227,0,0,0.378911332,0.513141694
896,2/7/2016 7:00,0.014114563,0.04284145,0.707746144,0.502744237,0.731842717,0.660598183,0.648097487,0,0.410493396,0,0,0.397263376,0.51843809
897,2/7/2016 8:00,0.002688488,0.037715123,0.686445674,0.533662642,0.710047467,0.674748374,0.621966594,0,0.41003267,0,0,0.380050089,0.530083408
898,2/7/2016 9:00,0.002150791,0.038447455,0.668720641,0.539699963,0.69399031,0.675520214,0.608119566,0,0.445871611,0,0,0.342119573,0.574409691
899,2/7/2016 10:00,0.003915111,0.04577078,0.64610791,0.515001829,0.632792418,0.657373684,0.610916668,0,0.423756736,0,0,0.251541732,0.568948466
900,2/7/2016 11:00,0.002184397,0.049981692,0.666324338,0.485912916,0.598981777,0.637421,0.626032909,0,0.365565577,0,0,0.183301798,0.553873498
901,2/7/2016 12:00,0.003293398,0.055840352,0.691086134,0.458836443,0.55033898,0.636889997,0.659250622,0,0.365216541,0,0,0.121456586,0.517124417
902,2/7/2016 13:00,0.003562247,0.077077993,0.73239383,0.46176363,0.512548472,0.606617309,0.670930255,0,0.400064222,0,0,0.063115368,0.483879456
903,2/7/2016 14:00,0.002688488,0.112596119,0.669975847,0.49359678,0.489158468,0.608113635,0.659810435,0,0.418200095,0,0,0.044807106,0.3596902
904,2/7/2016 15:00,0.003024549,0.093189308,0.614271315,0.461031833,0.448010992,0.463277324,0.695971572,0,0.376874319,0,0,0.060443603,0.277246549
905,2/7/2016 16:00,0.004721657,0.086049066,0.603754208,0.495975119,0.454333379,0.361095141,0.719633934,0,0.387722335,0,0,0.105907705,0.237152219
906,2/7/2016 17:00,0.004536824,0.090076895,0.638139252,0.478046103,0.52988099,0.326067401,0.721409395,0,0.414179209,0,0,0.124916798,0.213340284
907,2/7/2016 18:00,0.005713037,0.111131454,0.65670109,0.565312843,0.609656418,0.327895522,0.697295002,0,0.428168542,0,0,0.098724535,0.169844107
908,2/7/2016 19:00,0.013946533,0.128158184,0.659078374,0.577753385,0.645543466,0.316732051,0.709221554,0,0.399896686,0,0,0.116288237,0.114616225
909,2/7/2016 20:00,0.007393343,0.140790919,0.642095053,0.506037322,0.675361133,0.297876677,0.72050468,0,0.396643677,0,0,0.083701251,0.10728726
910,2/7/2016 21:00,0.006654008,0.162394727,0.628420912,0.343761434,0.690387673,0.321990983,0.730899423,0,0.385418703,0,0,0.049493693,0.097988283
911,2/7/2016 22:00,0.006233932,0.161296228,0.6148799,0.305159166,0.704262648,0.385973793,0.730238361,0,0.35441041,0,0,0.095395774,0.115452289
912,2/7/2016 23:00,0.013375229,0.143354083,0.570605352,0.272777168,0.692577619,0.450344022,0.724104594,0,0.292784743,0,0,0.147254652,0.184430543
913,2/8/2016 0:00,0.043083024,0.146649579,0.541069968,0.247164288,0.707298514,0.424555849,0.727850177,0,0.264443079,0,0,0.183652213,0.192244067
914,2/8/2016 1:00,0.052744778,0.152508239,0.547346,0.263080864,0.753588961,0.49704298,0.75746275,0,0.243724346,0,0,0.223509934,0.229586933
915,2/8/2016 2:00,0.044444071,0.116257781,0.565299253,0.270032931,0.778139575,0.501218088,0.744070365,0,0.218551922,0,0,0.277033165,0.231163737
916,2/8/2016 3:00,0.03656344,0.122299524,0.571118845,0.315587267,0.781100507,0.526371293,0.712865233,0,0.200765085,0,0,0.280142962,0.240721875
917,2/8/2016 4:00,0.03315242,0.135664592,0.579505905,0.427369191,0.76545185,0.576123564,0.70188259,0,0.165749867,0,0,0.294903448,0.289590905
918,2/8/2016 5:00,0.026666443,0.134016844,0.60130085,0.563666301,0.772532901,0.635157089,0.703478414,0,0.184374389,0,0,0.305327815,0.315391719
919,2/8/2016 6:00,0.016382975,0.113145368,0.59755425,0.591108672,0.76800934,0.627969337,0.679211168,0,0.205805155,0,0,0.325300484,0.383268792
920,2/8/2016 7:00,0.018584175,0.10856829,0.617808714,0.638492499,0.761803057,0.618534398,0.671892453,0,0.186999134,0,0,0.333753811,0.423447523
921,2/8/2016 8:00,0.015374792,0.115891615,0.65063426,0.588364435,0.756940515,0.632985126,0.651627506,0,0.15776394,0,0,0.303269211,0.447824446
922,2/8/2016 9:00,0.011560499,0.115159282,0.648123847,0.580314673,0.773202741,0.612615203,0.657952014,0,0.176779382,0,0,0.281719752,0.48421408
923,2/8/2016 10:00,0.010888377,0.118637862,0.658926228,0.465605562,0.788249297,0.582682791,0.646897516,0,0.173456566,0,0,0.251235152,0.499934465
924,2/8/2016 11:00,0.010636332,0.129256683,0.686635857,0.384010245,0.790908146,0.569957959,0.638603539,0,0.233211404,0,0,0.211289814,0.512816006
925,2/8/2016 12:00,0.01392973,0.107652874,0.701184839,0.341200146,0.783497232,0.565449917,0.661930144,0,0.283109485,0,0,0.146466257,0.53402542
