Hour ending,Hour_UTC,R1_NW_MWh_PER_MW_INST,R2_CA_MWh_PER_MW_INST,R3_MN_MWh_PER_MW_INST,R4_SW_MWh_PER_MW_INST,R5_CE_MWh_PER_MW_INST,R6_TX_MWh_PER_MW_INST,R7_MW_MWh_PER_MW_INST,R8_AL_year16,R9_MA_MWh_PER_MW_INST,R10_SE_year16,R11_FL_year16,R12_NY_MWh_PER_MW_INST,R13_NE_MWh_PER_MW_INST
1,1/1/2016 0:00,0.355905898,0.258500121,0.424899086,0.434193666,0.235703561,0.205061297,0.578704266,0,0.250411862,0,0,0.220312572,0.36
2,1/1/2016 1:00,0.329210913,0.236797685,0.45398536,0.481054366,0.239605503,0.234766449,0.600495797,0,0.231466227,0,0,0.234328445,0.36
3,1/1/2016 2:00,0.278451233,0.270074753,0.510265176,0.573311367,0.254743874,0.283911788,0.60591755,0,0.255186664,0,0,0.252373962,0.36
4,1/1/2016 3:00,0.240728639,0.284543043,0.552001854,0.746842394,0.289518746,0.304294298,0.614289914,0,0.247745232,0,0,0.226532114,0.36
5,1/1/2016 4:00,0.202205522,0.282131661,0.594993916,0.86490939,0.321706569,0.288420909,0.624898914,0,0.268896769,0,0,0.210326238,0.36
6,1/1/2016 5:00,0.185443555,0.412346274,0.606968345,0.682775032,0.342952142,0.264730704,0.63084194,0,0.31601653,0,0,0.218954746,0.366037136
7,1/1/2016 6:00,0.214311387,0.570532915,0.60572334,0.548233571,0.330421834,0.267927871,0.633880081,0,0.330382822,0,0,0.247468359,0.316766955
8,1/1/2016 7:00,0.229145564,0.618278273,0.608621722,0.541826835,0.365557555,0.275621571,0.650838412,0,0.355080557,0,0,0.246636182,0.320597756
9,1/1/2016 8:00,0.096247879,0.235130296,0.593994551,0.538531942,0.362282288,0.27363545,0.68170844,0,0.313419708,0,0,0.229598076,0.354616225
10,1/1/2016 9:00,0.110496866,0.207193981,0.420132748,0.313391877,0.382091165,0.286317126,0.699794235,0,0.319409153,0,0,0.217158993,0.352875583
11,1/1/2016 10:00,0.138826811,0.194714627,0.407257374,0.309001098,0.373269911,0.287928087,0.703038142,0,0.355918242,0,0,0.232488857,0.304730414
12,1/1/2016 11:00,0.15319342,0.199302624,0.414674502,0.31064764,0.36024057,0.287123311,0.675216054,0,0.348853768,0,0,0.208530432,0.287500745
13,1/1/2016 12:00,0.14680826,0.211231419,0.438941823,0.284485913,0.323580827,0.279327144,0.67523761,0,0.345140033,0,0,0.202354673,0.274346142
14,1/1/2016 13:00,0.164300237,0.197650945,0.450181625,0.231796561,0.32159538,0.266319757,0.722667503,0,0.342459442,0,0,0.230255072,0.293278721
15,1/1/2016 14:00,0.18992489,0.188658469,0.459405489,0.20435419,0.307183478,0.235607968,0.747310353,0,0.379150029,0,0,0.253731736,0.302091153
16,1/1/2016 15:00,0.177272193,0.155257845,0.476122554,0.181119649,0.23903745,0.22949947,0.73307335,0,0.353628571,0,0,0.296480238,0.319765664
17,1/1/2016 16:00,0.149715188,0.1253441,0.456761948,0.134467618,0.173900362,0.213872133,0.720456995,0,0.417725407,0,0,0.328673026,0.312449608
18,1/1/2016 17:00,0.120780334,0.136905854,0.436279264,0.136845957,0.175158556,0.201601296,0.715314168,0,0.416385112,0,0,0.378166719,0.332160659
19,1/1/2016 18:00,0.146993094,0.140943292,0.376923223,0.125320161,0.210177461,0.198168237,0.733744211,0,0.408887834,0,0,0.358763429,0.313479297
20,1/1/2016 19:00,0.12654378,0.113965865,0.305585668,0.115440907,0.240886064,0.151067655,0.741010014,0,0.400901907,0,0,0.310496163,0.29970708
21,1/1/2016 20:00,0.107774772,0.091759956,0.261368175,0.100804976,0.24873454,0.142504744,0.718947396,0,0.41201519,0,0,0.296261274,0.256141396
22,1/1/2016 21:00,0.095810999,0.078730042,0.25391301,0.090010977,0.244475524,0.141278369,0.710004769,0,0.399128808,0,0,0.29376469,0.279660411
23,1/1/2016 22:00,0.07032077,0.06313085,0.224872102,0.071350165,0.228246989,0.132778275,0.690086683,0,0.406221205,0,0,0.268579838,0.306550492
24,1/1/2016 23:00,0.061045486,0.052853735,0.217911413,0.06805708,0.215744318,0.121809838,0.691846466,0,0.394367967,0,0,0.263061074,0.31231556
25,1/2/2016 0:00,0.07114412,0.037805102,0.21595253,0.07025247,0.272909277,0.1260487,0.666951472,0,0.393488398,0,0,0.300553611,0.290264125
26,1/2/2016 1:00,0.067649085,0.030280785,0.217930431,0.075375046,0.318055496,0.139619322,0.671889187,0,0.431644933,0,0,0.354996689,0.291163737
27,1/2/2016 2:00,0.064019626,0.034318224,0.257241209,0.084888401,0.349448685,0.138674273,0.667397624,0,0.447142099,0,0,0.360690634,0.324547711
28,1/2/2016 3:00,0.058676256,0.04129198,0.286339172,0.11269667,0.393879976,0.128442019,0.668600861,0,0.463658448,0,0,0.364807789,0.344404726
29,1/2/2016 4:00,0.04807353,0.040190861,0.295810274,0.143980973,0.436607888,0.126764316,0.65631177,0,0.463155837,0,0,0.368574582,0.343060272
30,1/2/2016 5:00,0.052156672,0.035052303,0.306897929,0.193011343,0.453832494,0.136738965,0.613030499,0,0.461745735,0,0,0.412768475,0.370289941
31,1/2/2016 6:00,0.039587989,0.035052303,0.321865313,0.175082327,0.445465469,0.129083461,0.587645587,0,0.459651523,0,0,0.440844108,0.363287658
32,1/2/2016 7:00,0.027456186,0.032666544,0.314619349,0.152213685,0.436842589,0.155012042,0.545108337,0,0.443944936,0,0,0.395117208,0.404507
33,1/2/2016 8:00,0.023490666,0.027895027,0.297693083,0.158799854,0.386875782,0.150404576,0.496859302,0,0.390165582,0,0,0.355478451,0.440502433
34,1/2/2016 9:00,0.016803051,0.028078547,0.315361062,0.138492499,0.356124298,0.152281398,0.481328918,0,0.340490883,0,0,0.306773205,0.441420912
35,1/2/2016 10:00,0.01310638,0.035602863,0.357505563,0.158799854,0.334612826,0.148028668,0.480872968,0,0.292589283,0,0,0.281719752,0.40429153
36,1/2/2016 11:00,0.019844404,0.046430538,0.39626481,0.140139041,0.312500748,0.151698323,0.498100427,0,0.276114819,0,0,0.273135026,0.450193625
37,1/2/2016 12:00,0.019995631,0.043677739,0.428462753,0.126783754,0.308575157,0.158851085,0.507754414,0,0.241197331,0,0,0.303969988,0.457624863
38,1/2/2016 13:00,0.018483357,0.050651496,0.456248455,0.12129528,0.293775126,0.153177867,0.503665236,0,0.201114121,0,0,0.346236729,0.427171085
39,1/2/2016 14:00,0.018987448,0.067351808,0.486620642,0.111233077,0.25856604,0.128388044,0.54079445,0,0.175453048,0,0,0.325388048,0.410896634
40,1/2/2016 15:00,0.024364425,0.065700128,0.51104011,0.118002195,0.202238097,0.101055653,0.529920895,0,0.191536593,0,0,0.354514874,0.418383477
41,1/2/2016 16:00,0.041049855,0.071022206,0.546490177,0.109952433,0.148140273,0.095938867,0.525960402,0,0.219529221,0,0,0.43869794,0.416710356
42,1/2/2016 17:00,0.056743905,0.061295651,0.555200548,0.084339554,0.127003254,0.083343593,0.534778917,0,0.234705275,0,0,0.454597235,0.440962169
43,1/2/2016 18:00,0.075983399,0.069921086,0.521043723,0.075557995,0.128768388,0.051494072,0.559452468,0,0.286334571,0,0,0.470496531,0.439451892
44,1/2/2016 19:00,0.091290978,0.086621398,0.517316141,0.061105013,0.156742355,0.065476613,0.582109519,0,0.293063971,0,0,0.45424682,0.432266905
45,1/2/2016 20:00,0.134794079,0.093595155,0.479317624,0.07226491,0.173238784,0.069731268,0.571717389,0,0.30819814,0,0,0.477241669,0.432114984
46,1/2/2016 21:00,0.178179557,0.092677556,0.41944809,0.063117453,0.169501452,0.078250026,0.560225885,0,0.301259319,0,0,0.441150689,0.39590706
47,1/2/2016 22:00,0.195671534,0.082033401,0.399783192,0.055982437,0.169283917,0.063489712,0.582837863,0,0.333621869,0,0,0.446231473,0.396412471
48,1/2/2016 23:00,0.220607262,0.082216921,0.351495787,0.054701793,0.179899154,0.056529449,0.630739383,0,0.417250719,0,0,0.460597761,0.371994837
49,1/3/2016 0:00,0.220304807,0.060378051,0.32222666,0.064946945,0.196131749,0.059360821,0.68756916,0,0.489235752,0,0,0.44014333,0.361117069
50,1/3/2016 1:00,0.200174752,0.06258029,0.319944467,0.09147457,0.216738466,0.08427649,0.731003286,0,0.552369251,0,0,0.45770698,0.325928905
51,1/3/2016 2:00,0.175625494,0.081482841,0.336052947,0.117819246,0.257220446,0.119537244,0.737204335,0,0.563789685,0,0,0.426346421,0.310360441
52,1/3/2016 3:00,0.154470452,0.08331804,0.35798102,0.124954263,0.290224201,0.132447184,0.73103464,0,0.547873677,0,0,0.395204825,0.271341476
53,1/3/2016 4:00,0.152722934,0.08405212,0.37397539,0.109769484,0.337544055,0.158039161,0.718340551,0,0.53602044,0,0,0.396124619,0.27316056
54,1/3/2016 5:00,0.140607934,0.073224445,0.380403568,0.090925723,0.353495508,0.177270144,0.691459758,0,0.543070952,0,0,0.389029065,0.227089663
55,1/3/2016 6:00,0.142321846,0.063681409,0.36967726,0.099158434,0.378396286,0.193336029,0.665883452,0,0.509745065,0,0,0.38981746,0.192518121
56,1/3/2016 7:00,0.120998773,0.066984768,0.33557749,0.074094402,0.401693549,0.218039583,0.639015723,0,0.481822243,0,0,0.40965873,0.165394698
57,1/3/2016 8:00,0.088451263,0.064966049,0.310073981,0.06805708,0.4113229,0.228310632,0.605306133,0,0.469969006,0,0,0.412593293,0.163445537
58,1/3/2016 9:00,0.078655084,0.069737567,0.315094806,0.070618368,0.405740301,0.235445518,0.554096037,0,0.427079552,0,0,0.459896983,0.1712958
59,1/3/2016 10:00,0.07174903,0.06349789,0.318194785,0.077936334,0.391661966,0.252296338,0.532921149,0,0.355960126,0,0,0.505580101,0.16227882
60,1/3/2016 11:00,0.060356561,0.064599009,0.323519903,0.080497622,0.375428373,0.237832214,0.527047365,0,0.324183956,0,0,0.499535741,0.179567074
61,1/3/2016 12:00,0.051551762,0.069187007,0.312698503,0.068971826,0.367973796,0.234652954,0.463879363,0,0.298662497,0,0,0.469401503,0.175537682
62,1/3/2016 13:00,0.040881824,0.06276381,0.271942337,0.070435419,0.378285382,0.201239876,0.432569062,0,0.286934912,0,0,0.479212656,0.168225598
63,1/3/2016 14:00,0.042326887,0.079647642,0.259618493,0.084339554,0.368989669,0.178327415,0.424486077,0,0.226635579,0,0,0.447326448,0.186348923
64,1/3/2016 15:00,0.039991262,0.099467792,0.270021491,0.080314673,0.275226509,0.147076336,0.401532462,0,0.233113674,0,0,0.430857774,0.166524675
65,1/3/2016 16:00,0.039823232,0.132134337,0.272665031,0.097694841,0.176171295,0.089884014,0.352894106,0,0.21694636,0,0,0.421966414,0.161111111
66,1/3/2016 17:00,0.036294591,0.131216737,0.283923851,0.098060739,0.147590882,0.079331378,0.295485574,0,0.233532516,0,0,0.445267897,0.150170787
67,1/3/2016 18:00,0.034950347,0.157093045,0.30699302,0.073179656,0.119215608,0.093271714,0.263592598,0,0.257057493,0,0,0.509259277,0.131987886
68,1/3/2016 19:00,0.024028364,0.218572215,0.240371997,0.057628979,0.105624197,0.092903866,0.259993337,0,0.242007092,0,0,0.494980553,0.127113494
69,1/3/2016 20:00,0.025708669,0.242796843,0.2354843,0.046286132,0.101923263,0.087923494,0.238861562,0,0.26424762,0,0,0.36007742,0.122739549
70,1/3/2016 21:00,0.025876699,0.204074142,0.214906525,0.044456641,0.080190125,0.084588826,0.218057053,0,0.261357608,0,0,0.296874435,0.136581273
71,1/3/2016 22:00,0.026380791,0.18829143,0.174416614,0.039882913,0.069008331,0.082184073,0.217218967,0,0.244296764,0,0,0.304933617,0.151824049
72,1/3/2016 23:00,0.02302018,0.170489998,0.167094578,0.038602269,0.077490676,0.060132409,0.241377125,0,0.214754419,0,0,0.290260696,0.195946778
73,1/4/2016 0:00,0.027052913,0.154340246,0.160400145,0.038602269,0.102639118,0.072416927,0.270132016,0,0.205274621,0,0,0.279442184,0.220638467
74,1/4/2016 1:00,0.023860333,0.138006974,0.173960176,0.04262715,0.132622037,0.130877177,0.249279168,0,0.225602435,0,0,0.21768459,0.222523086
75,1/4/2016 2:00,0.020667753,0.184070472,0.188775413,0.050311014,0.141518652,0.168827756,0.218505164,0,0.219347723,0,0,0.200077105,0.210071492
76,1/4/2016 3:00,0.018147296,0.179665994,0.211920656,0.050311014,0.14013082,0.148689111,0.185857715,0,0.226105046,0,0,0.193594712,0.210320723
77,1/4/2016 4:00,0.016635021,0.165902,0.266065689,0.048115624,0.151919203,0.139944883,0.164535852,0,0.219305839,0,0,0.180148218,0.208061761
78,1/4/2016 5:00,0.024028364,0.159111764,0.349841197,0.054152945,0.16987854,0.124446385,0.174715685,0,0.227487225,0,0,0.178965626,0.265841525
79,1/4/2016 6:00,0.025876699,0.126995779,0.406686826,0.053604098,0.172227398,0.119922579,0.179642948,0,0.210496189,0,0,0.185229002,0.278525469
80,1/4/2016 7:00,0.01949154,0.097449073,0.448127651,0.074277351,0.15039283,0.118557287,0.177620569,0,0.216667132,0,0,0.16192752,0.275251713
81,1/4/2016 8:00,0.014450624,0.112681226,0.444571233,0.086717892,0.14297401,0.147869529,0.177928237,0,0.270990981,0,0,0.120536792,0.319029888
82,1/4/2016 9:00,0.013442441,0.118737383,0.460109165,0.092389316,0.133616114,0.153507938,0.170646103,0,0.314620389,0,0,0.097535688,0.299533313
83,1/4/2016 10:00,0.017139112,0.086070839,0.429584831,0.08927918,0.132481929,0.145566568,0.178761097,0,0.33075978,0,0,0.052822453,0.306393605
84,1/4/2016 11:00,0.017811235,0.070288126,0.433160267,0.070618368,0.138075355,0.149209924,0.187980037,0,0.293482814,0,0,0.086942447,0.300021845
85,1/4/2016 12:00,0.012770319,0.056891173,0.444190867,0.068605928,0.167189205,0.113703868,0.190880349,0,0.285817999,0,0,0.115105645,0.308982226
86,1/4/2016 13:00,0.007057282,0.057258213,0.440425249,0.052689352,0.180927563,0.082659685,0.206638055,0,0.259165666,0,0,0.12005503,0.296165227
87,1/4/2016 14:00,0.011090014,0.04110846,0.455164413,0.040797658,0.194130062,0.067596616,0.222155376,0,0.23069835,0,0,0.127325765,0.299798431
88,1/4/2016 15:00,0.006721221,0.036153423,0.475437896,0.045920234,0.194867143,0.045176898,0.225571734,0,0.255354201,0,0,0.127500946,0.289555158
89,1/4/2016 16:00,0.005881068,0.043494219,0.49360035,0.049579217,0.163185547,0.022294418,0.231437026,0,0.280819814,0,0,0.119529433,0.289433026
90,1/4/2016 17:00,0.004872885,0.042943659,0.500351838,0.048115624,0.174622769,0.025756222,0.222329786,0,0.258341943,0,0,0.139283086,0.311616523
91,1/4/2016 18:00,0.005376976,0.033033584,0.472566136,0.050311014,0.182007969,0.029456104,0.225582839,0,0.310124815,0,0,0.15198502,0.322382087
92,1/4/2016 19:00,0.003528641,0.033033584,0.435765771,0.071533114,0.19715332,0.02810315,0.226558754,0,0.266830481,0,0,0.169767686,0.356714328
93,1/4/2016 20:00,0.003696671,0.028996146,0.410604591,0.10007318,0.219723046,0.029171624,0.212296929,0,0.291528216,0,0,0.202354673,0.395249727
94,1/4/2016 21:00,0.003528641,0.022022389,0.422871379,0.090559824,0.245560846,0.045786122,0.212440638,0,0.274760562,0,0,0.209275045,0.391351405
95,1/4/2016 22:00,0.004200763,0.028996146,0.424354805,0.055982437,0.27082532,0.06941254,0.211990567,0,0.257113339,0,0,0.204544676,0.409907656
96,1/4/2016 23:00,0.008737587,0.050651496,0.425933322,0.036955726,0.325458859,0.083088746,0.229276816,0,0.239647614,0,0,0.217947388,0.41885215
97,1/5/2016 0:00,0.010921983,0.065516609,0.417660372,0.020490304,0.405286285,0.108123256,0.242244606,0,0.222014352,0,0,0.200208504,0.436128488
98,1/5/2016 1:00,0.010249861,0.072306845,0.442022784,0.022502744,0.439294516,0.187715048,0.244642589,0,0.206503225,0,0,0.156214811,0.435660808
99,1/5/2016 2:00,0.008569556,0.088823637,0.505030334,0.063300402,0.458799957,0.253834802,0.255360024,0,0.196744199,0,0,0.116726217,0.424637077
100,1/5/2016 3:00,0.008233495,0.080748761,0.534736882,0.08927918,0.485671721,0.269179106,0.29734726,0,0.171683467,0,0,0.116857616,0.428446033
101,1/5/2016 4:00,0.00974577,0.078546522,0.514140089,0.082693011,0.516459959,0.308028312,0.357645652,0,0.189274844,0,0,0.101527751,0.40718598
102,1/5/2016 5:00,0.010249861,0.077261883,0.47108271,0.072447859,0.531600822,0.311638491,0.421395024,0,0.201728423,0,0,0.084850993,0.429596862
103,1/5/2016 6:00,0.008065465,0.095430354,0.429166429,0.059092572,0.503487032,0.32104412,0.469364479,0,0.210761455,0,0,0.055625618,0.448588025
104,1/5/2016 7:00,0.010921983,0.108643788,0.388220079,0.107757044,0.5050305,0.310813545,0.507029336,0,0.237316058,0,0,0.026017029,0.445092841
105,1/5/2016 8:00,0.015122746,0.130299137,0.361974858,0.127332602,0.511325179,0.307932649,0.527673806,0,0.191662246,0,0,0.036453853,0.463057293
106,1/5/2016 9:00,0.0099138,0.136722334,0.352123391,0.111964874,0.545054263,0.324717116,0.56316539,0,0.18843716,0,0,0.049668874,0.480368384
107,1/5/2016 10:00,0.018147296,0.123875941,0.327437668,0.091657519,0.579651916,0.321582286,0.573875639,0,0.144416832,0,0,0.064078997,0.444637077
108,1/5/2016 11:00,0.017811235,0.128463938,0.327513741,0.098792536,0.587797774,0.363075508,0.575602109,0,0.151872225,0,0,0.073057921,0.418723066
109,1/5/2016 12:00,0.025204577,0.149201688,0.314372112,0.097328943,0.581911168,0.388201501,0.597382534,0,0.177896295,0,0,0.08427063,0.407222719
110,1/5/2016 13:00,0.01949154,0.136355295,0.346684163,0.04884742,0.586143117,0.439055038,0.620833905,0,0.191103789,0,0,0.081664564,0.37372257
111,1/5/2016 14:00,0.027052913,0.128830978,0.308818775,0.033662642,0.628059798,0.442288138,0.640906151,0,0.177044649,0,0,0.05939241,0.282235131
112,1/5/2016 15:00,0.024196394,0.118003303,0.25921911,0.042993048,0.613302577,0.382093227,0.626570512,0,0.147781532,0,0,0.03843861,0.198314964
113,1/5/2016 16:00,0.023860333,0.110846027,0.270972404,0.037687523,0.587052858,0.330282249,0.59629753,0,0.126643956,0,0,0.018658678,0.186664681
114,1/5/2016 17:00,0.021843967,0.069921086,0.267168749,0.04903037,0.551740133,0.333021089,0.582197051,0,0.12579231,0,0,0.005650163,0.167355774
115,1/5/2016 18:00,0.024364425,0.077995963,0.259447329,0.062568606,0.524191476,0.311218855,0.569554567,0,0.1361796,0,0,0.012044939,0.142353292
116,1/5/2016 19:00,0.031421706,0.069737567,0.265190848,0.07025247,0.517075737,0.304357444,0.58238322,0,0.117959959,0,0,0.01870246,0.1303803
117,1/5/2016 20:00,0.020835784,0.101670031,0.28139442,0.143432126,0.524800487,0.318034084,0.574800604,0,0.094784017,0,0,0.02098008,0.182821964
118,1/5/2016 21:00,0.01293835,0.131400257,0.293813355,0.196670326,0.532926614,0.318594697,0.563441703,0,0.096054505,0,0,0.045858299,0.261395095
119,1/5/2016 22:00,0.011930167,0.117819783,0.304444571,0.229601171,0.539634565,0.317753208,0.558119893,0,0.073576634,0,0,0.111645485,0.337378612
120,1/5/2016 23:00,0.014282594,0.24940356,0.292196801,0.24899378,0.567484237,0.31210401,0.562531763,0,0.126294921,0,0,0.173184064,0.436653758
121,1/6/2016 0:00,0.015458807,0.338043678,0.270116582,0.275338456,0.600915811,0.344119946,0.602888554,0,0.186524446,0,0,0.339360191,0.482015689
122,1/6/2016 1:00,0.008233495,0.307946412,0.28238337,0.332418588,0.634347384,0.389524003,0.614334333,0,0.252701533,0,0,0.485782613,0.511833979
123,1/6/2016 2:00,0.008737587,0.245366122,0.310054963,0.373948042,0.667778958,0.438687969,0.639552673,0,0.308170218,0,0,0.581703984,0.53740145
124,1/6/2016 3:00,0.010921983,0.277298587,0.333504498,0.392974753,0.680530032,0.467934195,0.659917563,0,0.330634127,0,0,0.574345632,0.509157978
125,1/6/2016 4:00,0.010753953,0.317489448,0.39626481,0.447493597,0.683549016,0.468559483,0.662881237,0,0.307681568,0,0,0.633037265,0.514951842
126,1/6/2016 5:00,0.012098197,0.387043494,0.456286491,0.390230516,0.649789731,0.489472605,0.662421368,0,0.316784408,0,0,0.648629927,0.517246549
127,1/6/2016 6:00,0.008905617,0.457148101,0.516384245,0.384559093,0.644073007,0.463347483,0.647928302,0,0.351324938,0,0,0.656338694,0.474184292
128,1/6/2016 7:00,0.004872885,0.481372729,0.503870219,0.337907062,0.640523293,0.479171422,0.626621464,0,0.323499846,0,0,0.650688531,0.500386258
129,1/6/2016 8:00,0.005208946,0.453477702,0.469123828,0.360226857,0.641326119,0.511277956,0.604866514,0,0.333538101,0,0,0.658003101,0.502847781
130,1/6/2016 9:00,0.00319258,0.451091943,0.437781708,0.294182217,0.65398407,0.509606906,0.599376825,0,0.297978388,0,0,0.62953327,0.510161851
131,1/6/2016 10:00,0.004200763,0.475133052,0.444533196,0.269301134,0.660721582,0.47139995,0.579861125,0,0.271954318,0,0,0.601282456,0.505151425
132,1/6/2016 11:00,0.0027557,0.43659387,0.462277248,0.265276253,0.653041777,0.492925983,0.566605917,0,0.26741686,0,0,0.587923526,0.49538874
133,1/6/2016 12:00,0.003142171,0.429987154,0.452178544,0.230515917,0.62831017,0.499395361,0.528475311,0,0.260561807,0,0,0.589325134,0.502582663
134,1/6/2016 13:00,0.005545007,0.372361901,0.445122763,0.227954629,0.619492619,0.459778662,0.499165834,0,0.260017312,0,0,0.536721697,0.494614239
135,1/6/2016 14:00,0.019323509,0.345017434,0.438333238,0.212586901,0.585642375,0.437710177,0.48396598,0,0.197721498,0,0,0.440055713,0.446620991
136,1/6/2016 15:00,0.010585922,0.358781428,0.381335463,0.226856934,0.553449565,0.409670022,0.437020779,0,0.137366319,0,0,0.341900557,0.406083805
137,1/6/2016 16:00,0.0099138,0.326848963,0.308495464,0.230881815,0.530734246,0.339056596,0.369047012,0,0.10906654,0,0,0.273704404,0.355966637
138,1/6/2016 17:00,0.008569556,0.33437328,0.243681178,0.179473106,0.496925813,0.301083854,0.311296191,0,0.098818865,0,0,0.218604383,0.322372158
139,1/6/2016 18:00,0.009577739,0.335841439,0.173408646,0.181851445,0.482456643,0.328669519,0.250669881,0,0.100284813,0,0,0.156857721,0.251008837
140,1/6/2016 19:00,0.014282594,0.264635713,0.137901523,0.276802049,0.450787512,0.372380799,0.206245468,0,0.097143495,0,0,0.090963261,0.229254295
141,1/6/2016 20:00,0.016971082,0.176913195,0.119187539,0.313208928,0.436125951,0.341936504,0.193638911,0,0.075768576,0,0,0.067933354,0.220064542
142,1/6/2016 21:00,0.008737587,0.160212883,0.109811529,0.351262349,0.428383963,0.319259215,0.201026214,0,0.087956887,0,0,0.091191002,0.256771919
143,1/6/2016 22:00,0.005208946,0.140392733,0.10427721,0.394255397,0.4150254,0.293274231,0.207242287,0,0.113185156,0,0,0.216983759,0.321740641
144,1/6/2016 23:00,0.014954716,0.151770967,0.093341701,0.38931577,0.411246756,0.25658638,0.227926604,0,0.148144529,0,0,0.305809576,0.341630424
145,1/7/2016 0:00,0.013946533,0.14681593,0.095414694,0.377241127,0.447722371,0.191933447,0.228404763,0,0.17676542,0,0,0.399847577,0.345460232
146,1/7/2016 1:00,0.013778502,0.156358965,0.116144615,0.344493231,0.479356528,0.193523864,0.222574092,0,0.235822187,0,0,0.420521024,0.362266905
147,1/7/2016 2:00,0.006889251,0.157093045,0.144101482,0.370472009,0.472300978,0.227129152,0.232881956,0,0.28276045,0,0,0.392051246,0.371393109
148,1/7/2016 3:00,0.002688488,0.152872087,0.135429147,0.4787779,0.461228663,0.288122201,0.234169459,0,0.285147851,0,0,0.400329391,0.405784927
149,1/7/2016 4:00,0.003528641,0.130666177,0.148399612,0.505305525,0.429218065,0.322021462,0.236543273,0,0.260896881,0,0,0.409001734,0.451465594
150,1/7/2016 5:00,0.00236923,0.118737383,0.151119226,0.616538602,0.410443716,0.332265973,0.226546996,0,0.227696646,0,0,0.36625318,0.46896336
151,1/7/2016 6:00,0.001545881,0.109377867,0.14345486,0.622027076,0.401607789,0.331917335,0.191174953,0,0.207354871,0,0,0.311634973,0.486915897
152,1/7/2016 7:00,0.008233495,0.118737383,0.118769137,0.680021954,0.383764912,0.348381756,0.152506091,0,0.152695948,0,0,0.269806213,0.47601132
153,1/7/2016 8:00,0.005208946,0.116535144,0.080219091,0.710025613,0.372796449,0.358588595,0.120253843,0,0.126811493,0,0,0.209318827,0.488570152
154,1/7/2016 9:00,0.001008183,0.132684896,0.0637873,0.784302964,0.359468373,0.378226537,0.086189552,0,0.110015916,0,0,0.146203458,0.46364512
155,1/7/2016 10:00,0.000672122,0.110111947,0.045187425,0.855470179,0.342345197,0.444777661,0.066828666,0,0.080124536,0,0,0.110594292,0.421146857
156,1/7/2016 11:00,0.001260229,0.139291613,0.051900877,0.757226491,0.305007992,0.449735038,0.058655536,0,0.069192751,0,0,0.072006728,0.345842518
157,1/7/2016 12:00,0.001495472,0.152688567,0.055019874,0.781741676,0.301291673,0.449390746,0.044635403,0,0.080669031,0,0,0.048573899,0.292239102
158,1/7/2016 13:00,0.002016366,0.180033034,0.056560355,0.771862422,0.290933076,0.442302554,0.039328617,0,0.083307737,0,0,0.04226674,0.217823453
159,1/7/2016 14:00,0.001512275,0.159662323,0.060268918,0.599524332,0.255047097,0.447889684,0.042645685,0,0.08600229,0,0,0.029126826,0.125901102
160,1/7/2016 15:00,0.001176214,0.152321527,0.062113691,0.53823637,0.234489457,0.413931263,0.036379314,0,0.049269818,0,0,0.017651267,0.073692781
161,1/7/2016 16:00,0.000504092,0.156358965,0.061999582,0.635199415,0.230653971,0.402850238,0.026970938,0,0.037626002,0,0,0.015943078,0.056170192
162,1/7/2016 17:00,0.000840153,0.155257845,0.057568323,0.631540432,0.227716758,0.462997527,0.023318766,0,0.048460056,0,0,0.003153579,0.024349121
163,1/7/2016 18:00,0.001176214,0.242613324,0.045491718,0.638492499,0.211664872,0.535469373,0.02031002,0,0.060299333,0,0,4.38E-05,0.015433423
164,1/7/2016 19:00,0.001176214,0.391080932,0.040261691,0.709293816,0.207106693,0.575005874,0.022796841,0,0.075950074,0,0,0,0.014135637
165,1/7/2016 20:00,0.001881942,0.483024408,0.03784637,0.724661544,0.183255836,0.590679904,0.026448359,0,0.073269483,0,0,0,0.017486843
166,1/7/2016 21:00,0.004066338,0.536061663,0.038550047,0.652030735,0.171377419,0.589879474,0.027816209,0,0.09768799,0,0,0.000175181,0.030934366
167,1/7/2016 22:00,0.003864702,0.557717012,0.045719937,0.607208196,0.161461085,0.545670818,0.036504733,0,0.164912183,0,0,0.000262798,0.030212491
168,1/7/2016 23:00,0.000840153,0.490732244,0.050151195,0.617270399,0.146440528,0.451405309,0.05817411,0,0.193072348,0,0,0.012307737,0.036772912
169,1/8/2016 0:00,0.002688488,0.424665076,0.056446245,0.588913282,0.144159195,0.355510228,0.082727469,0,0.212227403,0,0,0.031010197,0.03424089
170,1/8/2016 1:00,0.001344244,0.373646541,0.063159696,0.50859861,0.158028757,0.352988368,0.100955013,0,0.228646022,0,0,0.048530064,0.031386158
171,1/8/2016 2:00,0.004520021,0.3760323,0.082900668,0.389498719,0.167259152,0.345871914,0.115886391,0,0.240736604,0,0,0.069510144,0.02569854
172,1/8/2016 3:00,0.001545881,0.482840888,0.102394401,0.39370655,0.180986819,0.298699885,0.119670514,0,0.225379052,0,0,0.054048828,0.040065535
173,1/8/2016 4:00,0.001008183,0.474766012,0.106312166,0.497621661,0.180175879,0.227879998,0.138541483,0,0.259849775,0,0,0.034163776,0.047184987
174,1/8/2016 5:00,0.000672122,0.430170674,0.104904814,0.453530918,0.182815211,0.195744019,0.149720747,0,0.272694273,0,0,0.034733155,0.057672525
